Day,Month,Year,Time,Digit1,Digit2,Digit3,Digit4,Digit5,Digit6,Digit7,Digit8,Digit9,Digit10,Digit11,Digit12,Digit13,Digit14,Digit15,Digit16,Digit17,Digit18,Digit19,Digit20
18,12,2020,3,2,11,13,14,15,18,19,21,25,40,44,47,52,54,66,69,70,72,76,78
18,12,2020,8,6,8,13,19,20,29,33,38,39,41,43,44,49,55,56,58,69,71,75,79
18,12,2020,5,3,7,14,18,27,29,30,34,37,39,42,43,44,53,55,61,64,69,74,79
18,12,2020,4,3,13,14,18,21,28,30,31,32,34,41,42,44,45,54,59,61,67,71,73
18,12,2020,6,4,6,13,14,15,21,30,33,34,37,40,43,47,48,53,59,60,63,68,74
19,12,2020,7,6,11,13,15,17,24,28,36,47,53,54,57,64,66,67,68,73,77,78,80
19,12,2020,4,3,4,15,16,18,20,22,27,31,34,36,38,41,45,49,54,56,58,60,72
19,12,2020,5,10,15,16,17,23,24,29,34,35,39,47,48,49,55,58,64,66,70,72,77
19,12,2020,3,9,10,17,18,19,20,21,33,38,42,47,49,55,57,58,63,65,70,71,78
19,12,2020,8,7,11,13,20,23,31,36,40,44,47,52,55,60,61,64,67,68,71,77,78
19,12,2020,6,4,5,8,15,17,19,23,28,35,37,39,42,46,55,63,68,71,73,74,76
20,12,2020,5,2,8,9,10,11,21,26,34,36,39,41,48,49,51,62,66,67,68,75,78
20,12,2020,3,1,3,4,10,11,14,18,24,32,38,41,45,59,60,61,62,71,76,77,79
20,12,2020,4,3,5,8,12,13,15,19,25,34,35,39,40,55,60,67,69,70,71,76,78
20,12,2020,8,1,6,9,10,18,19,25,26,28,34,35,39,42,43,44,53,66,73,77,79
20,12,2020,6,1,5,8,10,13,29,30,31,34,48,51,53,56,61,64,67,68,70,73,77
20,12,2020,7,1,3,9,11,13,23,31,41,45,46,47,49,50,54,56,60,62,66,71,74
21,12,2020,6,5,6,13,17,21,22,32,35,40,47,52,55,59,62,63,65,69,72,73,76
21,12,2020,3,1,3,5,10,17,18,23,30,34,52,57,60,63,65,66,67,68,71,74,78
21,12,2020,7,8,9,10,20,23,26,27,31,36,39,42,44,49,54,57,58,67,71,73,80
21,12,2020,8,8,10,12,13,14,18,23,28,31,39,42,54,55,57,58,60,65,67,70,77
21,12,2020,4,1,4,6,13,14,23,40,46,48,50,53,57,58,60,61,69,72,75,76,78
21,12,2020,5,7,8,9,10,13,14,15,23,25,37,40,42,46,50,56,59,70,71,72,74
22,12,2020,7,7,11,18,24,27,40,43,44,46,51,52,58,63,65,67,71,73,74,78,80
22,12,2020,8,3,7,17,25,27,30,36,37,38,40,46,47,48,51,56,57,59,64,67,77
22,12,2020,5,1,4,6,7,13,14,15,22,24,31,33,34,43,51,57,63,66,69,70,78
22,12,2020,4,1,5,12,14,17,23,25,29,32,34,40,49,55,64,65,66,69,73,77,79
22,12,2020,3,3,5,7,14,18,19,21,29,35,38,49,51,54,57,58,61,70,73,74,76
22,12,2020,6,10,11,15,18,23,24,25,26,31,37,39,44,46,53,58,64,66,68,76,77
23,12,2020,6,2,8,10,23,26,29,31,33,34,37,39,44,47,51,56,57,58,62,67,77
23,12,2020,5,1,2,3,5,19,22,23,31,32,34,36,44,56,59,61,64,71,73,78,79
23,12,2020,7,1,9,12,20,24,31,35,44,53,55,59,62,63,65,67,71,72,75,78,80
23,12,2020,4,2,5,7,14,15,20,21,24,33,42,43,49,52,54,59,63,64,68,72,73
23,12,2020,8,4,8,11,13,15,16,20,25,28,37,52,53,54,57,60,64,65,69,72,80
23,12,2020,3,6,10,11,18,21,25,26,33,34,35,37,39,40,45,49,60,61,69,74,76
24,12,2020,5,3,4,7,8,10,20,21,31,33,44,47,48,52,60,63,64,66,74,76,80
24,12,2020,8,5,21,25,29,30,31,32,35,38,49,51,53,59,61,64,65,73,74,77,80
24,12,2020,7,1,3,4,7,8,9,10,25,30,38,41,45,46,48,53,56,57,58,59,64
24,12,2020,6,1,4,7,9,10,11,17,22,29,32,35,48,51,56,57,59,61,62,65,76
24,12,2020,4,1,10,17,18,19,25,31,34,37,39,44,47,54,58,60,62,65,67,72,78
24,12,2020,3,1,5,14,24,26,27,28,29,33,36,38,46,49,55,59,60,63,75,76,80
25,12,2020,3,2,5,6,12,13,16,17,18,28,30,32,33,42,44,46,47,48,53,68,79
25,12,2020,4,10,15,19,31,39,47,49,50,54,56,59,62,65,66,67,68,72,73,77,80
25,12,2020,5,1,5,7,15,16,17,22,24,34,35,38,40,41,42,52,62,76,78,79,80
25,12,2020,8,5,6,10,13,19,22,23,24,27,31,47,49,57,61,62,63,68,69,75,80
25,12,2020,6,8,10,12,15,18,26,29,32,33,38,41,42,43,47,49,51,56,60,68,78
25,12,2020,7,5,7,8,15,16,20,22,25,28,32,36,37,50,58,63,71,74,75,76,77
26,12,2020,7,5,12,13,16,18,19,25,33,35,42,44,46,59,63,69,73,74,75,79,80
26,12,2020,4,5,7,11,12,15,19,20,26,30,32,33,50,52,56,59,63,66,69,72,74
26,12,2020,3,7,12,13,15,17,19,24,34,35,42,46,52,56,62,65,70,73,76,77,78
26,12,2020,6,3,8,11,12,22,28,29,33,39,42,43,51,53,55,58,62,65,66,67,80
26,12,2020,8,1,6,11,13,23,24,27,32,35,39,41,48,49,51,52,53,63,66,77,78
26,12,2020,5,12,17,24,26,27,33,34,36,49,51,58,59,60,61,63,65,66,71,77,78
27,12,2020,7,9,15,16,17,19,20,22,27,29,34,39,41,52,56,58,63,65,69,71,79
27,12,2020,6,1,3,5,8,9,12,25,30,39,46,49,52,56,60,67,68,70,78,79,80
27,12,2020,5,8,13,19,20,29,35,36,37,40,43,47,48,52,53,56,59,60,68,75,77
27,12,2020,4,6,9,12,15,16,23,32,34,35,39,42,52,57,59,60,66,67,73,75,80
27,12,2020,3,1,10,14,16,18,20,24,28,36,37,38,40,44,45,46,64,71,72,77,79
27,12,2020,8,9,13,14,17,26,27,31,33,34,35,36,39,42,43,44,47,54,56,78,80
28,12,2020,4,9,12,19,24,38,40,44,48,49,50,52,53,62,64,67,69,70,75,76,79
28,12,2020,3,2,10,12,13,15,16,18,19,22,37,39,42,46,49,50,54,55,64,65,78
28,12,2020,5,1,7,12,13,19,20,23,24,28,29,33,36,40,45,49,50,58,65,67,77
28,12,2020,6,1,4,10,19,20,24,31,42,46,47,49,50,51,54,57,59,62,76,78,79
28,12,2020,8,2,5,10,11,18,19,20,24,25,27,32,39,43,44,45,49,51,54,77,78
28,12,2020,7,1,3,4,10,16,18,22,23,26,28,32,38,42,47,48,49,59,63,67,76
29,12,2020,3,5,9,16,17,28,30,39,46,49,50,51,52,56,62,67,68,73,77,78,79
29,12,2020,8,1,12,14,18,19,21,24,33,35,39,40,43,47,56,70,72,74,75,76,78
29,12,2020,6,8,9,11,13,19,24,26,34,42,48,49,59,60,62,67,70,71,74,75,78
29,12,2020,4,9,14,15,17,19,29,30,36,43,45,48,52,57,60,69,73,75,76,77,79
29,12,2020,7,6,9,10,17,18,22,29,35,36,39,44,49,51,54,55,58,68,69,70,76
29,12,2020,5,3,11,14,19,22,23,28,31,41,43,44,45,46,49,51,53,54,55,74,78
30,12,2020,8,1,3,4,6,12,13,19,21,25,26,27,35,39,43,49,53,55,64,65,76
30,12,2020,3,2,4,8,12,14,19,21,23,40,43,44,47,53,54,55,61,65,67,77,78
30,12,2020,6,5,7,10,13,15,19,22,37,44,47,49,50,54,57,59,60,61,66,68,73
30,12,2020,4,3,7,15,18,19,21,22,31,32,35,40,44,49,50,51,53,59,63,64,73
30,12,2020,5,3,15,18,19,22,27,29,31,35,36,37,40,44,46,50,52,56,64,67,76
30,12,2020,7,5,16,18,19,22,23,24,27,35,36,38,40,44,48,49,52,61,62,69,74
31,12,2020,3,2,3,12,14,15,17,25,27,28,30,41,46,49,51,66,70,71,74,75,76
31,12,2020,5,1,16,17,18,20,21,29,34,38,39,40,52,53,54,58,59,63,69,75,79
31,12,2020,6,1,3,5,8,11,13,20,22,23,28,29,44,49,50,53,55,65,66,69,79
31,12,2020,7,2,8,16,22,24,25,27,36,41,42,43,52,53,60,63,67,69,77,78,79
31,12,2020,4,3,4,8,10,17,18,34,42,44,48,49,59,62,63,65,67,68,70,73,80
31,12,2020,8,4,6,11,15,20,28,32,34,36,38,39,41,42,45,51,52,57,61,62,66
1,1,2021,8,3,9,10,11,13,18,19,20,25,31,44,47,49,60,63,66,71,75,77,79
1,1,2021,3,4,8,19,22,27,34,36,39,43,50,52,58,59,62,64,70,74,75,78,79
1,1,2021,4,2,9,11,12,13,15,18,20,25,31,32,33,34,37,38,39,40,57,66,71
1,1,2021,6,4,6,8,9,14,15,18,21,23,35,38,40,43,48,49,50,53,58,68,71
1,1,2021,5,1,7,10,11,17,19,21,23,25,29,40,45,46,48,59,61,71,75,78,79
1,1,2021,7,1,4,5,18,21,25,29,35,36,37,38,41,48,55,59,63,64,65,76,77
2,1,2021,6,2,12,18,22,24,33,37,42,45,47,52,53,61,64,66,70,71,74,78,79
2,1,2021,4,1,9,10,11,13,16,18,19,21,24,26,38,39,42,45,49,54,58,60,65
2,1,2021,3,4,10,11,12,14,15,17,24,27,28,38,44,48,49,56,59,66,68,69,75
2,1,2021,7,4,5,10,18,21,26,28,34,35,40,41,48,52,55,61,65,69,73,74,77
2,1,2021,5,6,8,12,13,14,19,21,25,26,40,42,43,46,47,58,59,61,63,72,75
2,1,2021,8,15,16,18,20,21,22,27,29,33,38,39,41,53,63,64,65,66,71,76,80
3,1,2021,6,2,5,6,7,11,12,15,19,20,45,48,50,57,61,62,66,67,70,75,76
3,1,2021,7,2,6,8,14,15,16,28,29,34,36,40,42,46,48,49,65,66,69,73,76
3,1,2021,5,3,5,6,10,15,18,23,27,33,36,42,44,45,47,50,57,59,61,71,75
3,1,2021,3,4,5,9,10,11,15,19,20,25,31,33,35,38,40,43,44,48,75,77,78
3,1,2021,4,1,2,3,4,5,7,11,19,36,39,44,52,54,58,61,67,69,71,74,75
3,1,2021,8,5,12,15,17,29,33,37,45,46,48,55,56,58,62,67,68,69,73,75,80
4,1,2021,7,1,5,7,13,30,36,37,42,52,53,54,56,57,58,62,63,65,71,78,79
4,1,2021,4,6,9,13,20,23,28,35,36,43,47,50,53,55,56,60,62,68,70,71,74
4,1,2021,5,5,8,9,14,21,23,26,28,38,40,43,47,60,67,68,71,74,75,76,78
4,1,2021,3,4,10,16,17,21,23,28,36,40,43,44,47,60,65,72,74,75,76,79,80
4,1,2021,6,7,8,11,17,35,36,42,43,45,48,49,50,62,65,67,68,69,73,74,75
4,1,2021,8,1,2,3,4,5,6,21,29,30,42,47,49,53,56,57,65,66,67,73,75
5,1,2021,8,6,7,11,18,19,22,24,26,28,31,32,35,38,45,46,48,56,58,75,78
5,1,2021,7,2,7,11,14,18,19,20,22,28,32,40,41,42,48,54,62,68,70,74,80
5,1,2021,5,6,7,9,11,20,21,26,31,36,40,43,44,45,53,57,62,65,70,75,78
5,1,2021,6,4,6,7,8,11,15,18,20,22,24,37,40,46,52,53,60,66,68,69,74
5,1,2021,4,1,2,6,29,33,35,36,39,40,45,49,50,52,53,57,58,65,67,71,79
5,1,2021,3,1,7,8,10,15,17,24,26,40,41,43,44,49,52,55,59,70,76,79,80
6,1,2021,7,3,10,16,17,19,21,27,30,35,39,40,56,62,63,65,69,71,75,76,78
6,1,2021,4,14,18,19,21,24,28,29,33,37,38,41,42,44,52,55,59,60,68,70,73
6,1,2021,5,3,13,15,17,18,25,26,27,29,32,33,40,45,51,54,61,63,64,78,79
6,1,2021,3,6,8,10,13,18,27,31,33,38,47,49,51,52,53,54,55,62,66,75,79
6,1,2021,8,2,12,15,17,23,29,30,33,34,36,37,41,45,47,50,52,60,73,74,79
6,1,2021,6,3,4,6,11,13,18,20,28,29,34,36,37,39,50,52,54,55,62,66,74
7,1,2021,7,7,8,9,13,16,22,23,24,26,36,40,41,45,47,56,59,61,69,76,77
7,1,2021,8,4,5,11,12,14,19,20,26,33,36,38,55,60,65,68,72,74,75,79,80
7,1,2021,4,1,2,11,19,20,24,26,27,34,36,38,48,49,50,53,60,61,63,64,66
7,1,2021,6,2,4,5,11,15,16,29,33,36,37,43,45,49,50,55,60,64,66,77,78
7,1,2021,3,2,9,13,14,16,17,19,28,33,38,39,41,45,54,55,57,58,64,76,80
7,1,2021,5,1,5,8,12,13,18,21,26,33,37,39,45,49,50,53,55,57,61,62,71
8,1,2021,8,13,14,21,23,26,28,31,38,39,42,44,48,52,59,65,69,72,73,74,79
8,1,2021,7,8,14,15,16,18,21,26,27,31,32,53,58,59,60,62,65,66,69,70,73
8,1,2021,5,3,5,6,7,12,23,26,36,40,43,45,46,47,52,62,64,70,73,77,78
8,1,2021,6,7,10,13,17,21,30,31,34,39,41,44,46,51,57,66,72,74,77,78,80
8,1,2021,3,2,10,12,16,19,21,22,24,30,35,38,39,42,51,52,59,60,69,73,80
8,1,2021,4,4,8,12,14,20,22,26,32,34,37,41,43,48,49,52,53,60,64,65,70
9,1,2021,7,9,15,20,23,24,25,30,31,33,36,39,43,44,47,50,51,58,71,74,80
9,1,2021,5,7,8,13,14,15,22,23,24,31,32,38,40,44,50,52,56,57,61,73,78
9,1,2021,3,7,8,10,11,25,27,29,37,39,42,45,46,48,50,52,55,56,68,74,78
9,1,2021,6,5,7,9,11,13,18,22,31,32,34,37,38,48,51,57,59,62,64,65,72
9,1,2021,4,1,3,5,15,17,19,24,27,29,40,51,52,54,56,59,60,62,68,72,80
9,1,2021,8,6,9,18,21,25,27,30,31,32,42,55,57,60,66,67,69,71,76,79,80
10,1,2021,7,2,4,15,18,19,21,26,27,31,33,34,36,38,44,52,54,60,71,73,74
10,1,2021,4,1,3,5,14,15,16,18,21,28,30,32,37,40,41,45,46,52,60,72,74
10,1,2021,3,3,6,11,18,19,20,22,46,54,56,57,58,60,70,71,72,73,74,78,80
10,1,2021,8,1,6,11,12,24,27,33,35,37,39,44,51,53,57,63,65,66,67,71,72
10,1,2021,5,1,3,12,15,18,20,22,26,30,32,36,39,46,47,51,54,59,60,61,63
10,1,2021,6,1,6,11,15,20,30,31,33,35,41,45,54,59,61,63,65,67,68,73,79
11,1,2021,7,1,3,5,7,10,13,14,24,25,32,35,42,46,52,59,60,63,64,71,77
11,1,2021,6,2,6,12,14,16,20,21,25,29,30,33,47,48,58,60,61,63,72,73,76
11,1,2021,8,4,14,19,20,31,32,33,38,40,46,51,52,54,59,61,62,64,65,75,76
11,1,2021,3,1,5,21,29,30,31,35,37,43,44,46,47,48,50,51,57,65,69,70,78
11,1,2021,1,2,10,15,22,23,24,28,32,37,44,56,57,58,59,60,67,72,75,77,80
11,1,2021,4,1,4,8,13,14,23,28,30,34,50,51,52,53,54,55,66,68,70,71,77
11,1,2021,2,1,6,7,10,11,12,13,14,17,23,25,33,35,37,42,45,47,49,61,72
11,1,2021,5,9,14,19,21,28,30,31,32,33,40,41,44,45,47,54,66,71,74,77,79
12,1,2021,2,3,4,14,16,19,22,24,25,29,39,46,47,49,51,58,64,73,77,79,80
12,1,2021,7,4,10,12,20,25,26,36,37,39,42,44,46,47,48,52,56,58,62,72,78
12,1,2021,8,12,18,21,24,25,26,30,33,45,46,47,51,52,55,64,69,70,72,73,76
12,1,2021,6,4,7,9,11,12,18,20,24,25,27,28,30,33,43,46,49,50,73,74,77
12,1,2021,4,3,4,12,16,21,26,30,31,32,38,42,44,50,53,66,68,73,75,77,80
12,1,2021,3,3,6,10,13,17,27,28,29,35,39,42,52,53,57,63,68,72,76,77,80
12,1,2021,1,1,5,13,18,23,28,34,36,38,47,52,55,56,58,59,62,71,74,76,79
12,1,2021,5,1,9,13,14,15,16,23,42,48,51,52,53,54,58,62,66,70,74,78,79
13,1,2021,5,1,4,11,12,13,14,25,28,35,41,45,46,49,56,61,62,63,68,69,70
13,1,2021,8,3,31,38,40,42,43,48,51,54,58,59,60,61,62,65,69,73,74,75,79
13,1,2021,4,2,4,10,24,25,26,37,39,42,45,47,48,49,56,59,61,66,67,70,80
13,1,2021,7,1,2,3,7,18,19,22,23,25,34,36,51,54,64,65,67,71,75,77,78
13,1,2021,6,5,10,11,15,17,19,21,22,28,35,36,39,40,44,46,48,52,61,72,77
13,1,2021,2,2,3,8,13,20,22,23,25,32,33,34,39,47,50,52,57,59,73,74,76
13,1,2021,3,2,5,8,12,14,17,21,22,25,28,32,48,53,54,58,59,63,65,66,75
13,1,2021,1,3,4,7,22,25,26,32,33,40,43,45,46,47,53,59,68,71,73,78,80
14,1,2021,1,7,8,10,13,20,22,31,33,35,39,43,49,50,53,55,59,70,72,75,76
14,1,2021,3,5,7,10,17,19,27,31,33,36,39,42,43,45,53,56,65,70,73,76,80
14,1,2021,7,1,3,5,7,9,12,19,20,24,32,40,43,46,49,51,58,60,66,69,70
14,1,2021,5,2,9,12,13,15,19,20,21,23,28,36,44,46,48,55,56,59,62,72,80
14,1,2021,4,7,8,10,11,14,19,20,22,23,24,28,30,43,47,50,51,57,59,60,77
14,1,2021,6,5,10,15,19,24,27,29,30,33,41,43,45,52,57,65,70,74,76,79,80
14,1,2021,2,7,9,11,17,20,23,30,33,37,42,43,49,51,52,55,62,63,68,76,79
14,1,2021,8,3,4,10,11,12,22,32,33,38,44,46,54,56,61,63,65,69,75,78,79
15,1,2021,4,8,14,19,20,26,29,30,32,33,35,42,46,52,53,56,62,64,70,73,78
15,1,2021,5,1,13,14,15,16,22,23,28,30,32,34,37,40,44,46,51,60,66,71,74
15,1,2021,7,5,9,16,17,21,22,30,38,43,46,51,53,55,56,59,67,69,71,73,79
15,1,2021,8,3,6,11,13,16,17,23,26,28,31,34,37,46,48,56,61,71,73,76,77
15,1,2021,3,10,17,20,21,22,26,27,35,36,37,39,40,41,43,44,51,66,71,74,78
15,1,2021,2,7,14,20,21,22,31,35,38,41,43,47,48,51,67,69,70,71,72,74,80
15,1,2021,1,4,9,16,25,26,28,30,33,37,41,50,52,53,58,59,66,69,70,71,73
15,1,2021,6,4,12,15,25,26,32,33,36,38,40,42,44,53,65,67,69,70,73,74,76
16,1,2021,7,5,13,16,22,26,31,32,35,38,42,43,45,47,49,52,56,57,65,71,76
16,1,2021,5,1,2,5,9,11,16,29,36,38,41,44,45,50,51,57,60,67,69,75,76
16,1,2021,4,7,9,18,21,25,26,27,28,30,32,33,41,47,48,50,57,58,64,68,80
16,1,2021,3,4,11,13,15,23,28,30,32,37,39,42,44,47,48,50,54,58,61,63,68
16,1,2021,6,4,7,12,13,21,22,23,24,27,36,47,48,53,62,63,68,73,75,79,80
16,1,2021,1,1,5,8,11,15,16,18,19,21,24,41,45,48,50,51,53,58,65,67,80
16,1,2021,8,8,10,14,17,20,23,32,35,39,48,52,53,55,58,59,65,69,70,77,80
16,1,2021,2,2,15,16,20,30,32,34,36,37,39,40,43,47,55,58,59,60,66,79,80
17,1,2021,8,5,6,19,22,23,30,33,40,41,46,47,49,50,66,69,73,75,77,79,80
17,1,2021,3,4,9,10,12,16,18,21,22,25,38,41,42,43,47,48,55,62,66,67,73
17,1,2021,6,3,6,9,17,25,27,30,31,32,36,40,45,53,55,56,59,61,76,78,79
17,1,2021,4,2,4,5,13,14,17,31,32,35,40,44,47,48,52,53,63,68,71,73,79
17,1,2021,1,4,9,10,11,14,19,20,22,27,28,31,33,35,40,53,66,67,69,76,77
17,1,2021,2,1,3,7,9,20,22,26,29,31,36,37,38,40,41,46,47,51,52,64,67
17,1,2021,5,12,19,20,27,29,30,33,38,39,43,47,50,51,53,61,62,71,75,77,80
17,1,2021,7,2,7,17,28,31,33,34,35,38,39,40,43,44,54,58,60,64,68,71,77
18,1,2021,2,7,14,16,19,20,21,22,24,26,29,41,48,52,54,55,60,67,68,73,76
18,1,2021,3,1,2,7,9,14,28,31,36,38,42,46,50,55,57,58,59,65,68,77,79
18,1,2021,4,2,17,21,23,27,30,33,35,38,43,44,46,57,58,61,62,69,71,75,76
18,1,2021,5,2,5,15,19,21,23,24,33,38,46,49,64,67,70,71,72,75,76,77,80
18,1,2021,7,7,18,19,25,28,29,35,36,40,41,42,43,50,51,54,58,63,64,69,74
18,1,2021,6,3,11,13,14,16,19,26,31,43,44,46,49,51,55,57,63,64,73,76,78
18,1,2021,8,7,10,11,21,23,26,27,29,31,32,36,39,44,51,59,65,66,69,70,74
18,1,2021,1,2,6,9,18,19,22,34,35,36,37,38,49,51,54,57,60,61,62,64,80
19,1,2021,1,6,7,12,29,31,32,33,34,44,52,54,56,61,62,66,68,70,72,77,78
19,1,2021,3,3,6,10,17,19,22,26,27,31,35,38,41,42,50,56,57,59,67,70,73
19,1,2021,8,2,12,15,19,21,22,23,28,30,35,44,49,50,56,57,62,66,67,78,79
19,1,2021,6,1,2,21,22,23,30,34,35,36,37,40,45,46,49,60,61,65,72,74,76
19,1,2021,7,1,3,5,10,11,18,20,25,26,28,39,47,48,52,56,57,58,59,66,68
19,1,2021,5,6,13,14,20,21,24,25,28,29,37,40,42,48,51,53,56,61,62,65,77
19,1,2021,2,6,12,15,21,24,25,29,31,34,36,37,52,56,57,59,61,64,67,68,78
19,1,2021,4,2,6,9,13,17,19,21,26,32,33,35,42,45,51,58,59,60,62,73,79
20,1,2021,7,6,14,15,18,19,21,31,32,35,39,46,51,54,57,58,63,65,69,73,78
20,1,2021,3,7,14,17,19,22,26,28,32,40,47,48,52,53,58,63,64,68,77,78,80
20,1,2021,6,8,10,18,24,28,33,35,40,42,44,47,48,54,55,57,62,66,69,73,80
20,1,2021,5,1,3,7,15,19,20,24,26,29,32,37,42,47,53,56,58,59,65,71,79
20,1,2021,8,2,5,7,8,13,17,23,24,25,26,38,48,51,52,55,56,63,66,73,74
20,1,2021,4,4,5,9,10,22,26,28,31,34,38,42,46,47,48,54,55,60,62,66,68
20,1,2021,2,2,7,8,10,13,14,15,16,17,30,34,44,47,56,58,61,73,74,79,80
20,1,2021,1,1,5,10,11,12,19,26,28,32,45,56,61,62,64,65,67,68,71,73,77
21,1,2021,1,6,8,9,10,25,27,30,31,36,46,47,50,60,61,63,68,69,73,75,77
21,1,2021,3,4,6,11,14,22,23,24,27,31,39,47,50,52,53,66,70,74,76,79,80
21,1,2021,6,1,3,6,8,14,20,22,24,29,34,40,41,42,50,51,63,64,71,75,80
21,1,2021,8,1,2,3,9,13,28,29,30,38,39,42,50,52,68,69,70,72,73,79,80
21,1,2021,2,2,19,20,21,22,23,24,25,28,30,34,37,45,47,48,54,56,63,74,76
21,1,2021,4,3,6,10,13,15,22,29,32,33,48,49,51,56,58,60,67,73,74,75,79
21,1,2021,5,5,6,7,13,15,17,27,31,40,44,45,47,57,61,62,65,67,72,73,77
21,1,2021,7,2,3,9,16,18,22,30,34,36,44,45,46,49,58,59,61,66,74,75,77
22,1,2021,2,3,12,13,14,15,16,17,21,22,24,25,32,35,47,51,57,68,69,71,74
22,1,2021,1,4,5,13,14,18,21,23,24,32,34,40,47,49,50,61,65,70,77,78,79
22,1,2021,4,1,4,6,8,9,13,18,24,28,29,34,44,52,59,61,62,70,71,74,78
22,1,2021,8,4,14,16,19,21,25,27,29,30,37,39,47,54,57,60,69,74,77,78,79
22,1,2021,5,7,8,10,15,16,21,26,27,38,43,44,45,50,52,53,55,62,67,72,74
22,1,2021,3,2,5,12,15,16,19,25,28,31,32,38,39,42,43,44,47,59,63,65,73
22,1,2021,7,3,4,5,11,15,20,21,22,23,32,34,35,36,39,46,48,58,65,68,73
22,1,2021,6,3,6,8,15,19,21,25,34,42,44,45,46,53,56,58,63,69,70,74,79
23,1,2021,2,2,5,9,13,25,32,37,38,45,46,52,59,61,66,72,73,74,76,77,78
23,1,2021,6,1,3,7,8,10,18,19,20,21,28,31,34,40,42,46,51,65,68,75,76
23,1,2021,5,1,6,7,8,13,16,19,29,39,41,46,49,50,55,64,65,66,73,77,79
23,1,2021,3,2,3,5,8,12,17,23,25,27,29,30,38,44,49,50,51,53,58,65,67
23,1,2021,7,1,9,16,22,26,28,30,33,34,37,42,45,51,52,54,55,61,63,64,73
23,1,2021,8,3,5,9,15,16,23,25,26,33,42,45,46,52,55,56,61,62,63,68,71
23,1,2021,1,4,5,9,18,23,25,32,34,42,44,49,53,54,63,67,70,71,74,76,80
23,1,2021,4,3,6,9,14,15,19,25,28,31,32,33,37,45,56,60,67,69,73,74,76
24,1,2021,1,3,4,10,15,19,23,27,30,39,40,42,43,48,53,62,63,65,66,73,76
24,1,2021,7,5,8,28,29,38,39,42,44,45,53,56,58,62,63,70,72,73,74,75,79
24,1,2021,5,3,4,6,7,16,21,23,28,36,45,46,47,48,52,61,64,68,75,76,78
24,1,2021,8,1,5,6,10,16,18,19,30,31,33,35,36,40,44,47,52,53,62,71,78
24,1,2021,6,1,6,9,10,18,20,26,31,40,48,53,55,62,63,65,68,69,70,75,76
24,1,2021,2,1,12,13,16,20,23,44,48,52,59,60,63,64,65,68,69,71,73,79,80
24,1,2021,3,13,14,17,21,26,29,31,32,36,40,42,43,44,45,47,68,71,73,76,78
24,1,2021,4,5,7,8,11,14,16,17,18,20,23,27,28,36,42,48,54,57,61,74,78
25,1,2021,7,2,4,11,12,14,15,20,26,28,29,32,45,46,48,52,53,61,62,72,77
