Day,Month,Year,Number 2
24,3,2012,45
27,3,2012,26
29,3,2012,45
31,3,2012,23
3,4,2012,34
5,4,2012,37
7,4,2012,46
10,4,2012,22
12,4,2012,25
14,4,2012,22
17,4,2012,28
19,4,2012,26
21,4,2012,11
24,4,2012,28
26,4,2012,61
28,4,2012,11
2,5,2012,22
3,5,2012,16
5,5,2012,14
8,5,2012,19
10,5,2012,16
12,5,2012,45
15,5,2012,38
17,5,2012,38
19,5,2012,23
22,5,2012,6
24,5,2012,29
26,5,2012,33
29,5,2012,39
31,5,2012,25
4,6,2012,16
5,6,2012,29
7,6,2012,58
9,6,2012,34
12,6,2012,30
14,6,2012,13
16,6,2012,9
19,6,2012,62
21,6,2012,24
23,6,2012,6
26,6,2012,30
28,6,2012,20
30,6,2012,20
3,7,2012,12
5,7,2012,59
7,7,2012,25
10,7,2012,32
12,7,2012,42
14,7,2012,38
17,7,2012,28
19,7,2012,36
21,7,2012,24
24,7,2012,45
26,7,2012,18
28,7,2012,17
31,7,2012,82
2,8,2012,8
4,8,2012,35
7,8,2012,50
9,8,2012,30
11,8,2012,11
14,8,2012,22
16,8,2012,39
18,8,2012,5
21,8,2012,42
23,8,2012,27
25,8,2012,38
28,8,2012,27
30,8,2012,20
1,9,2012,20
4,9,2012,42
6,9,2012,29
8,9,2012,13
11,9,2012,33
13,9,2012,26
15,9,2012,23
18,9,2012,10
20,9,2012,17
22,9,2012,28
25,9,2012,23
27,9,2012,8
29,9,2012,7
2,10,2012,52
4,10,2012,25
6,10,2012,40
9,10,2012,9
11,10,2012,34
13,10,2012,17
16,10,2012,20
18,10,2012,41
20,10,2012,5
23,10,2012,50
25,10,2012,23
27,10,2012,33
30,10,2012,32
3,11,2012,4
5,11,2012,14
6,11,2012,20
8,11,2012,31
10,11,2012,34
13,11,2012,20
15,11,2012,24
17,11,2012,10
20,11,2012,11
22,11,2012,25
24,11,2012,26
27,11,2012,13
29,11,2012,13
1,12,2012,20
4,12,2012,33
6,12,2012,18
10,12,2012,28
11,12,2012,8
13,12,2012,25
15,12,2012,26
18,12,2012,56
20,12,2012,19
22,12,2012,50
24,12,2012,22
27,12,2012,52
29,12,2012,39
2,1,2013,11
3,1,2013,14
5,1,2013,11
8,1,2013,32
10,1,2013,16
12,1,2013,12
15,1,2013,24
17,1,2013,34
19,1,2013,6
22,1,2013,51
24,1,2013,17
26,1,2013,12
29,1,2013,12
31,1,2013,42
2,2,2013,18
5,2,2013,13
7,2,2013,5
9,2,2013,11
12,2,2013,21
14,2,2013,32
16,2,2013,32
19,2,2013,34
21,2,2013,16
23,2,2013,11
26,2,2013,25
28,2,2013,24
2,3,2013,49
5,3,2013,34
7,3,2013,32
9,3,2013,22
12,3,2013,10
14,3,2013,35
16,3,2013,41
19,3,2013,39
21,3,2013,27
23,3,2013,42
26,3,2013,37
28,3,2013,27
30,3,2013,42
2,4,2013,12
4,4,2013,4
6,4,2013,8
9,4,2013,44
11,4,2013,47
13,4,2013,33
16,4,2013,30
18,4,2013,30
20,4,2013,33
23,4,2013,13
27,4,2013,2
29,4,2013,6
30,4,2013,35
2,5,2013,32
4,5,2013,31
7,5,2013,37
9,5,2013,16
11,5,2013,42
14,5,2013,41
16,5,2013,16
18,5,2013,20
21,5,2013,32
23,5,2013,22
25,5,2013,27
28,5,2013,35
30,5,2013,43
1,6,2013,21
4,6,2013,27
6,6,2013,36
8,6,2013,10
11,6,2013,21
13,6,2013,5
15,6,2013,19
18,6,2013,24
20,6,2013,24
22,6,2013,19
25,6,2013,16
27,6,2013,22
29,6,2013,22
2,7,2013,4
4,7,2013,41
6,7,2013,9
9,7,2013,36
11,7,2013,15
13,7,2013,49
16,7,2013,29
18,7,2013,19
20,7,2013,16
23,7,2013,14
25,7,2013,38
27,7,2013,19
30,7,2013,47
1,8,2013,21
3,8,2013,16
6,8,2013,16
8,8,2013,14
10,8,2013,33
13,8,2013,33
17,8,2013,21
19,8,2013,5
20,8,2013,11
22,8,2013,21
24,8,2013,2
27,8,2013,44
29,8,2013,54
31,8,2013,20
3,9,2013,7
5,9,2013,23
7,9,2013,55
10,9,2013,44
12,9,2013,44
14,9,2013,35
17,9,2013,21
19,9,2013,21
21,9,2013,61
24,9,2013,27
26,9,2013,38
28,9,2013,57
1,10,2013,21
3,10,2013,14
5,10,2013,5
8,10,2013,31
10,10,2013,7
12,10,2013,19
15,10,2013,36
17,10,2013,18
19,10,2013,30
22,10,2013,5
24,10,2013,3
26,10,2013,48
29,10,2013,23
31,10,2013,18
2,11,2013,12
5,11,2013,9
7,11,2013,19
9,11,2013,22
12,11,2013,26
14,11,2013,45
16,11,2013,36
19,11,2013,15
21,11,2013,37
23,11,2013,10
26,11,2013,25
28,11,2013,51
30,11,2013,11
3,12,2013,40
5,12,2013,34
7,12,2013,16
10,12,2013,16
12,12,2013,19
14,12,2013,33
17,12,2013,22
19,12,2013,23
21,12,2013,14
23,12,2013,43
24,12,2013,39
28,12,2013,52
31,12,2013,60
2,1,2014,55
4,1,2014,26
7,1,2014,47
9,1,2014,17
11,1,2014,37
14,1,2014,7
16,1,2014,18
18,1,2014,18
21,1,2014,23
23,1,2014,6
25,1,2014,34
28,1,2014,17
30,1,2014,21
1,2,2014,6
4,2,2014,12
6,2,2014,12
8,2,2014,16
11,2,2014,27
13,2,2014,11
15,2,2014,31
18,2,2014,36
20,2,2014,26
22,2,2014,19
25,2,2014,51
27,2,2014,32
1,3,2014,8
4,3,2014,46
6,3,2014,61
8,3,2014,45
11,3,2014,51
13,3,2014,28
15,3,2014,5
18,3,2014,39
20,3,2014,18
22,3,2014,22
25,3,2014,36
27,3,2014,12
29,3,2014,21
1,4,2014,56
3,4,2014,47
5,4,2014,31
8,4,2014,61
10,4,2014,25
12,4,2014,29
15,4,2014,26
17,4,2014,20
19,4,2014,45
22,4,2014,16
24,4,2014,7
26,4,2014,9
29,4,2014,33
3,5,2014,33
5,5,2014,44
6,5,2014,3
8,5,2014,9
10,5,2014,39
13,5,2014,5
15,5,2014,47
17,5,2014,31
20,5,2014,17
22,5,2014,23
24,5,2014,22
27,5,2014,37
29,5,2014,32
31,5,2014,6
3,6,2014,25
5,6,2014,31
7,6,2014,18
10,6,2014,29
12,6,2014,18
14,6,2014,31
17,6,2014,29
19,6,2014,19
21,6,2014,61
24,6,2014,22
26,6,2014,43
28,6,2014,20
1,7,2014,35
3,7,2014,13
5,7,2014,31
8,7,2014,8
10,7,2014,11
12,7,2014,20
15,7,2014,15
17,7,2014,11
19,7,2014,48
22,7,2014,32
24,7,2014,12
26,7,2014,10
29,7,2014,45
31,7,2014,19
2,8,2014,38
5,8,2014,19
7,8,2014,29
9,8,2014,10
12,8,2014,24
14,8,2014,12
16,8,2014,63
19,8,2014,30
21,8,2014,31
23,8,2014,45
26,8,2014,20
28,8,2014,39
30,8,2014,38
2,9,2014,20
4,9,2014,39
6,9,2014,33
9,9,2014,20
11,9,2014,14
13,9,2014,20
16,9,2014,15
18,9,2014,19
20,9,2014,36
23,9,2014,25
25,9,2014,45
27,9,2014,9
30,9,2014,33
2,10,2014,9
4,10,2014,6
7,10,2014,15
9,10,2014,20
11,10,2014,11
14,10,2014,21
16,10,2014,9
18,10,2014,40
21,10,2014,34
23,10,2014,21
25,10,2014,28
28,10,2014,30
30,10,2014,39
3,11,2014,9
4,11,2014,18
6,11,2014,58
8,11,2014,33
11,11,2014,27
13,11,2014,38
15,11,2014,42
18,11,2014,58
20,11,2014,45
22,11,2014,25
25,11,2014,36
27,11,2014,18
29,11,2014,14
2,12,2014,25
4,12,2014,52
6,12,2014,11
9,12,2014,23
11,12,2014,22
13,12,2014,13
16,12,2014,35
18,12,2014,28
20,12,2014,13
23,12,2014,22
24,12,2014,46
27,12,2014,25
30,12,2014,24
3,1,2015,26
5,1,2015,37
7,1,2015,16
8,1,2015,9
10,1,2015,13
13,1,2015,10
15,1,2015,5
17,1,2015,22
20,1,2015,11
22,1,2015,12
24,1,2015,23
27,1,2015,10
29,1,2015,29
31,1,2015,44
3,2,2015,29
5,2,2015,8
7,2,2015,27
10,2,2015,59
12,2,2015,32
14,2,2015,31
17,2,2015,27
19,2,2015,35
21,2,2015,16
24,2,2015,29
26,2,2015,41
28,2,2015,10
3,3,2015,26
5,3,2015,44
7,3,2015,36
10,3,2015,19
12,3,2015,36
14,3,2015,30
17,3,2015,13
19,3,2015,7
21,3,2015,7
24,3,2015,17
26,3,2015,21
28,3,2015,22
31,3,2015,15
2,4,2015,36
4,4,2015,38
7,4,2015,18
9,4,2015,25
11,4,2015,54
14,4,2015,45
16,4,2015,38
18,4,2015,11
21,4,2015,17
23,4,2015,13
27,4,2015,26
28,4,2015,41
30,4,2015,28
2,5,2015,34
5,5,2015,31
7,5,2015,32
9,5,2015,40
12,5,2015,19
14,5,2015,25
16,5,2015,32
19,5,2015,20
21,5,2015,21
23,5,2015,24
26,5,2015,9
28,5,2015,33
30,5,2015,33
3,6,2015,28
4,6,2015,17
6,6,2015,24
9,6,2015,21
11,6,2015,48
13,6,2015,35
16,6,2015,28
18,6,2015,21
20,6,2015,11
23,6,2015,24
25,6,2015,46
27,6,2015,22
30,6,2015,11
2,7,2015,17
4,7,2015,30
7,7,2015,25
9,7,2015,54
11,7,2015,30
14,7,2015,17
16,7,2015,27
18,7,2015,42
21,7,2015,21
23,7,2015,41
25,7,2015,20
28,7,2015,26
30,7,2015,18
1,8,2015,26
4,8,2015,53
6,8,2015,27
8,8,2015,7
11,8,2015,25
13,8,2015,17
17,8,2015,4
18,8,2015,30
20,8,2015,14
22,8,2015,7
25,8,2015,18
27,8,2015,4
29,8,2015,28
1,9,2015,30
3,9,2015,18
5,9,2015,30
8,9,2015,50
10,9,2015,14
12,9,2015,24
15,9,2015,17
17,9,2015,9
19,9,2015,32
22,9,2015,26
24,9,2015,32
26,9,2015,37
29,9,2015,25
1,10,2015,17
3,10,2015,4
6,10,2015,11
8,10,2015,32
10,10,2015,41
13,10,2015,36
15,10,2015,9
17,10,2015,6
20,10,2015,34
22,10,2015,6
24,10,2015,14
27,10,2015,15
29,10,2015,16
31,10,2015,25
3,11,2015,41
5,11,2015,21
7,11,2015,19
10,11,2015,31
12,11,2015,22
14,11,2015,56
17,11,2015,29
19,11,2015,28
21,11,2015,25
24,11,2015,54
26,11,2015,36
28,11,2015,23
1,12,2015,39
3,12,2015,46
5,12,2015,28
9,12,2015,54
10,12,2015,19
12,12,2015,20
15,12,2015,30
17,12,2015,44
19,12,2015,22
22,12,2015,22
24,12,2015,8
28,12,2015,38
29,12,2015,20
31,12,2015,26
2,1,2016,17
5,1,2016,20
7,1,2016,38
9,1,2016,26
12,1,2016,9
14,1,2016,8
16,1,2016,17
19,1,2016,18
21,1,2016,12
23,1,2016,5
26,1,2016,45
28,1,2016,6
30,1,2016,24
2,2,2016,38
4,2,2016,21
6,2,2016,24
9,2,2016,26
11,2,2016,27
13,2,2016,30
16,2,2016,10
18,2,2016,26
20,2,2016,32
23,2,2016,14
25,2,2016,33
27,2,2016,22
1,3,2016,20
3,3,2016,16
5,3,2016,8
8,3,2016,27
10,3,2016,16
12,3,2016,37
15,3,2016,4
17,3,2016,12
19,3,2016,41
22,3,2016,31
24,3,2016,24
26,3,2016,43
29,3,2016,55
31,3,2016,28
2,4,2016,24
5,4,2016,23
7,4,2016,42
9,4,2016,5
12,4,2016,50
14,4,2016,2
16,4,2016,12
19,4,2016,30
21,4,2016,15
23,4,2016,11
26,4,2016,49
28,4,2016,11
30,4,2016,38
3,5,2016,29
5,5,2016,20
7,5,2016,32
10,5,2016,26
12,5,2016,25
14,5,2016,19
17,5,2016,10
19,5,2016,39
21,5,2016,11
24,5,2016,16
26,5,2016,32
28,5,2016,5
31,5,2016,18
4,6,2016,10
6,6,2016,54
7,6,2016,29
9,6,2016,14
11,6,2016,30
14,6,2016,31
16,6,2016,19
18,6,2016,25
21,6,2016,30
23,6,2016,18
25,6,2016,14
28,6,2016,23
30,6,2016,31
2,7,2016,9
5,7,2016,26
7,7,2016,4
9,7,2016,34
12,7,2016,41
14,7,2016,56
16,7,2016,37
19,7,2016,10
21,7,2016,27
23,7,2016,30
26,7,2016,13
28,7,2016,37
30,7,2016,22
2,8,2016,54
4,8,2016,37
6,8,2016,34
9,8,2016,27
11,8,2016,65
13,8,2016,25
16,8,2016,12
18,8,2016,39
20,8,2016,29
23,8,2016,28
25,8,2016,28
27,8,2016,32
30,8,2016,9
1,9,2016,18
3,9,2016,29
6,9,2016,30
8,9,2016,12
10,9,2016,13
13,9,2016,22
15,9,2016,18
17,9,2016,4
20,9,2016,46
22,9,2016,11
24,9,2016,16
27,9,2016,41
29,9,2016,40
1,10,2016,19
4,10,2016,49
6,10,2016,12
8,10,2016,25
11,10,2016,12
13,10,2016,34
15,10,2016,7
18,10,2016,44
20,10,2016,43
22,10,2016,6
25,10,2016,40
27,10,2016,12
29,10,2016,7
31,10,2016,14
3,11,2016,35
5,11,2016,22
8,11,2016,32
10,11,2016,41
12,11,2016,12
15,11,2016,18
17,11,2016,20
19,11,2016,29
22,11,2016,21
24,11,2016,68
26,11,2016,42
29,11,2016,24
1,12,2016,20
3,12,2016,10
6,12,2016,51
10,12,2016,65
12,12,2016,39
13,12,2016,21
15,12,2016,30
17,12,2016,15
20,12,2016,11
22,12,2016,23
24,12,2016,19
27,12,2016,25
29,12,2016,33
31,12,2016,14
3,1,2017,12
5,1,2017,7
7,1,2017,8
10,1,2017,9
12,1,2017,16
14,1,2017,17
17,1,2017,44
19,1,2017,51
21,1,2017,55
24,1,2017,67
26,1,2017,48
28,1,2017,13
31,1,2017,15
2,2,2017,27
4,2,2017,18
7,2,2017,21
9,2,2017,25
11,2,2017,9
14,2,2017,14
16,2,2017,17
18,2,2017,13
21,2,2017,22
23,2,2017,11
25,2,2017,17
28,2,2017,22
2,3,2017,37
4,3,2017,11
7,3,2017,19
9,3,2017,17
11,3,2017,6
14,3,2017,21
16,3,2017,21
18,3,2017,41
21,3,2017,35
23,3,2017,39
25,3,2017,50
28,3,2017,6
30,3,2017,16
1,4,2017,46
4,4,2017,16
6,4,2017,16
8,4,2017,6
11,4,2017,57
13,4,2017,24
15,4,2017,20
18,4,2017,29
20,4,2017,14
22,4,2017,4
24,4,2017,17
27,4,2017,27
29,4,2017,14
2,5,2017,43
4,5,2017,20
6,5,2017,60
9,5,2017,25
11,5,2017,37
13,5,2017,15
16,5,2017,38
18,5,2017,19
20,5,2017,37
23,5,2017,18
25,5,2017,33
27,5,2017,34
30,5,2017,26
1,6,2017,15
3,6,2017,22
6,6,2017,12
8,6,2017,28
10,6,2017,54
13,6,2017,50
15,6,2017,24
17,6,2017,48
20,6,2017,46
22,6,2017,18
24,6,2017,18
27,6,2017,14
29,6,2017,19
1,7,2017,20
4,7,2017,37
6,7,2017,37
8,7,2017,8
11,7,2017,12
13,7,2017,11
15,7,2017,37
18,7,2017,34
20,7,2017,32
22,7,2017,22
25,7,2017,29
27,7,2017,15
29,7,2017,11
1,8,2017,8
3,8,2017,25
5,8,2017,19
8,8,2017,24
10,8,2017,5
12,8,2017,17
14,8,2017,44
17,8,2017,28
19,8,2017,29
22,8,2017,46
24,8,2017,45
26,8,2017,29
29,8,2017,23
31,8,2017,29
2,9,2017,49
5,9,2017,12
7,9,2017,29
9,9,2017,39
12,9,2017,10
14,9,2017,25
16,9,2017,35
19,9,2017,45
21,9,2017,16
23,9,2017,46
26,9,2017,18
28,9,2017,15
30,9,2017,12
3,10,2017,21
5,10,2017,33
7,10,2017,17
10,10,2017,26
12,10,2017,16
14,10,2017,13
17,10,2017,17
19,10,2017,17
21,10,2017,22
24,10,2017,45
26,10,2017,38
28,10,2017,11
31,10,2017,24
2,11,2017,31
4,11,2017,7
7,11,2017,6
9,11,2017,12
11,11,2017,31
14,11,2017,11
16,11,2017,12
18,11,2017,16
21,11,2017,40
23,11,2017,38
25,11,2017,20
28,11,2017,28
30,11,2017,17
2,12,2017,12
5,12,2017,34
7,12,2017,15
9,12,2017,24
12,12,2017,30
14,12,2017,33
16,12,2017,7
18,12,2017,55
19,12,2017,39
21,12,2017,25
23,12,2017,39
28,12,2017,28
30,12,2017,17
2,1,2018,19
4,1,2018,19
8,1,2018,18
9,1,2018,69
11,1,2018,25
13,1,2018,10
16,1,2018,29
18,1,2018,43
20,1,2018,48
23,1,2018,5
25,1,2018,38
27,1,2018,24
30,1,2018,39
1,2,2018,45
3,2,2018,8
6,2,2018,8
8,2,2018,25
10,2,2018,31
13,2,2018,11
15,2,2018,17
17,2,2018,17
20,2,2018,25
22,2,2018,40
24,2,2018,44
27,2,2018,56
1,3,2018,23
3,3,2018,19
6,3,2018,36
8,3,2018,50
10,3,2018,15
13,3,2018,33
15,3,2018,13
17,3,2018,35
20,3,2018,20
22,3,2018,23
24,3,2018,24
27,3,2018,16
29,3,2018,15
31,3,2018,6
3,4,2018,45
5,4,2018,27
7,4,2018,20
10,4,2018,35
12,4,2018,28
14,4,2018,10
17,4,2018,23
19,4,2018,17
21,4,2018,43
24,4,2018,41
26,4,2018,52
28,4,2018,25
30,4,2018,10
3,5,2018,19
5,5,2018,14
8,5,2018,18
10,5,2018,62
12,5,2018,49
15,5,2018,10
17,5,2018,33
19,5,2018,51
22,5,2018,13
24,5,2018,27
26,5,2018,27
29,5,2018,28
31,5,2018,57
4,6,2018,56
5,6,2018,10
7,6,2018,39
9,6,2018,32
12,6,2018,12
14,6,2018,37
16,6,2018,9
19,6,2018,7
21,6,2018,11
23,6,2018,17
26,6,2018,6
28,6,2018,36
30,6,2018,13
3,7,2018,33
5,7,2018,19
7,7,2018,51
10,7,2018,41
12,7,2018,13
14,7,2018,9
17,7,2018,35
19,7,2018,38
21,7,2018,36
24,7,2018,29
26,7,2018,34
28,7,2018,19
31,7,2018,32
2,8,2018,6
4,8,2018,39
7,8,2018,18
9,8,2018,32
11,8,2018,57
14,8,2018,43
16,8,2018,10
18,8,2018,14
21,8,2018,16
23,8,2018,23
25,8,2018,44
28,8,2018,26
30,8,2018,28
1,9,2018,4
4,9,2018,25
6,9,2018,23
8,9,2018,25
11,9,2018,61
13,9,2018,23
15,9,2018,26
18,9,2018,24
20,9,2018,18
22,9,2018,16
25,9,2018,24
27,9,2018,37
29,9,2018,54
2,10,2018,7
4,10,2018,30
6,10,2018,28
9,10,2018,36
11,10,2018,23
13,10,2018,36
16,10,2018,13
18,10,2018,23
20,10,2018,14
23,10,2018,30
25,10,2018,21
27,10,2018,12
30,10,2018,40
3,11,2018,35
5,11,2018,36
6,11,2018,16
8,11,2018,15
10,11,2018,15
13,11,2018,15
15,11,2018,12
17,11,2018,5
20,11,2018,9
22,11,2018,24
24,11,2018,38
27,11,2018,12
29,11,2018,22
