Day,Month,Year,Number 4
3,5,2010,55
4,5,2010,39
6,5,2010,34
8,5,2010,67
11,5,2010,45
13,5,2010,46
15,5,2010,70
18,5,2010,62
20,5,2010,54
22,5,2010,59
25,5,2010,60
27,5,2010,64
29,5,2010,83
1,6,2010,67
3,6,2010,47
5,6,2010,24
8,6,2010,69
10,6,2010,51
12,6,2010,46
15,6,2010,75
17,6,2010,52
19,6,2010,22
22,6,2010,73
24,6,2010,51
26,6,2010,38
29,6,2010,41
1,7,2010,77
3,7,2010,52
6,7,2010,72
8,7,2010,50
10,7,2010,79
13,7,2010,48
15,7,2010,15
17,7,2010,56
20,7,2010,50
22,7,2010,45
24,7,2010,54
27,7,2010,75
29,7,2010,19
31,7,2010,27
3,8,2010,66
5,8,2010,57
7,8,2010,65
10,8,2010,31
12,8,2010,54
14,8,2010,78
17,8,2010,67
19,8,2010,51
21,8,2010,75
24,8,2010,69
26,8,2010,45
28,8,2010,48
31,8,2010,40
2,9,2010,64
4,9,2010,67
7,9,2010,67
9,9,2010,44
11,9,2010,70
14,9,2010,62
16,9,2010,83
18,9,2010,35
21,9,2010,69
23,9,2010,74
25,9,2010,58
28,9,2010,54
30,9,2010,67
2,10,2010,43
5,10,2010,50
7,10,2010,65
9,10,2010,54
12,10,2010,38
14,10,2010,38
16,10,2010,61
19,10,2010,57
21,10,2010,42
23,10,2010,69
26,10,2010,53
28,10,2010,53
30,10,2010,54
2,11,2010,56
4,11,2010,50
6,11,2010,44
9,11,2010,51
11,11,2010,54
13,11,2010,47
16,11,2010,66
18,11,2010,47
20,11,2010,65
23,11,2010,70
25,11,2010,52
27,11,2010,43
30,11,2010,64
2,12,2010,57
4,12,2010,39
7,12,2010,61
9,12,2010,60
11,12,2010,52
14,12,2010,76
16,12,2010,54
18,12,2010,63
21,12,2010,48
23,12,2010,44
27,12,2010,67
28,12,2010,56
30,12,2010,39
3,1,2011,20
4,1,2011,31
7,1,2011,54
8,1,2011,75
11,1,2011,69
13,1,2011,59
15,1,2011,77
18,1,2011,61
20,1,2011,54
22,1,2011,52
25,1,2011,15
27,1,2011,45
29,1,2011,64
1,2,2011,62
3,2,2011,45
5,2,2011,52
8,2,2011,41
10,2,2011,81
12,2,2011,23
15,2,2011,78
17,2,2011,25
19,2,2011,57
22,2,2011,42
24,2,2011,63
26,2,2011,26
1,3,2011,55
3,3,2011,75
5,3,2011,50
8,3,2011,57
10,3,2011,47
12,3,2011,44
15,3,2011,80
18,3,2011,52
19,3,2011,47
22,3,2011,52
24,3,2011,65
26,3,2011,62
29,3,2011,45
31,3,2011,55
2,4,2011,36
5,4,2011,55
7,4,2011,56
9,4,2011,38
12,4,2011,62
14,4,2011,71
16,4,2011,37
19,4,2011,34
21,4,2011,25
23,4,2011,54
26,4,2011,72
28,4,2011,69
30,4,2011,48
3,5,2011,52
5,5,2011,40
7,5,2011,43
10,5,2011,76
12,5,2011,21
14,5,2011,56
17,5,2011,69
19,5,2011,78
21,5,2011,31
24,5,2011,79
26,5,2011,38
28,5,2011,80
31,5,2011,69
3,6,2011,30
4,6,2011,49
7,6,2011,51
9,6,2011,35
11,6,2011,41
14,6,2011,57
16,6,2011,59
18,6,2011,67
21,6,2011,75
23,6,2011,50
25,6,2011,42
28,6,2011,43
30,6,2011,37
2,7,2011,19
5,7,2011,51
7,7,2011,54
9,7,2011,49
12,7,2011,45
14,7,2011,68
16,7,2011,51
19,7,2011,58
21,7,2011,35
23,7,2011,77
26,7,2011,63
28,7,2011,65
30,7,2011,54
2,8,2011,49
4,8,2011,42
6,8,2011,65
9,8,2011,68
11,8,2011,60
13,8,2011,49
16,8,2011,29
18,8,2011,37
20,8,2011,78
23,8,2011,43
25,8,2011,45
27,8,2011,51
30,8,2011,35
1,9,2011,44
3,9,2011,41
6,9,2011,41
8,9,2011,67
10,9,2011,29
13,9,2011,75
15,9,2011,45
17,9,2011,72
20,9,2011,48
22,9,2011,37
24,9,2011,71
27,9,2011,52
29,9,2011,45
1,10,2011,54
4,10,2011,68
6,10,2011,47
8,10,2011,58
11,10,2011,43
13,10,2011,53
15,10,2011,54
18,10,2011,60
20,10,2011,34
22,10,2011,56
25,10,2011,39
27,10,2011,64
29,10,2011,24
2,11,2011,48
3,11,2011,75
5,11,2011,59
8,11,2011,74
10,11,2011,39
12,11,2011,58
15,11,2011,38
17,11,2011,33
19,11,2011,53
22,11,2011,25
24,11,2011,69
26,11,2011,81
29,11,2011,37
1,12,2011,41
3,12,2011,42
6,12,2011,24
9,12,2011,60
10,12,2011,56
13,12,2011,36
15,12,2011,53
17,12,2011,56
20,12,2011,63
22,12,2011,62
24,12,2011,53
27,12,2011,24
29,12,2011,43
31,12,2011,30
3,1,2012,68
5,1,2012,24
7,1,2012,72
10,1,2012,28
12,1,2012,63
14,1,2012,37
17,1,2012,51
19,1,2012,56
21,1,2012,38
24,1,2012,68
26,1,2012,30
28,1,2012,50
31,1,2012,33
2,2,2012,50
4,2,2012,43
7,2,2012,75
9,2,2012,71
11,2,2012,64
14,2,2012,79
16,2,2012,41
18,2,2012,56
21,2,2012,39
23,2,2012,62
25,2,2012,75
28,2,2012,57
1,3,2012,26
3,3,2012,46
6,3,2012,51
8,3,2012,79
10,3,2012,54
13,3,2012,67
15,3,2012,34
17,3,2012,68
20,3,2012,49
22,3,2012,55
24,3,2012,66
27,3,2012,40
29,3,2012,54
31,3,2012,47
3,4,2012,63
5,4,2012,56
7,4,2012,55
10,4,2012,49
12,4,2012,54
14,4,2012,36
17,4,2012,46
19,4,2012,47
21,4,2012,69
24,4,2012,68
26,4,2012,65
28,4,2012,51
2,5,2012,67
3,5,2012,28
5,5,2012,57
8,5,2012,38
10,5,2012,53
12,5,2012,66
15,5,2012,76
17,5,2012,58
19,5,2012,33
22,5,2012,45
24,5,2012,43
26,5,2012,55
29,5,2012,49
31,5,2012,72
4,6,2012,23
5,6,2012,44
7,6,2012,70
9,6,2012,54
12,6,2012,69
14,6,2012,40
16,6,2012,69
19,6,2012,77
21,6,2012,48
23,6,2012,42
26,6,2012,48
28,6,2012,42
30,6,2012,39
3,7,2012,60
5,7,2012,65
7,7,2012,53
10,7,2012,66
12,7,2012,66
14,7,2012,75
17,7,2012,53
19,7,2012,55
21,7,2012,58
24,7,2012,77
26,7,2012,59
28,7,2012,68
31,7,2012,84
2,8,2012,66
4,8,2012,56
7,8,2012,62
9,8,2012,39
11,8,2012,42
14,8,2012,28
16,8,2012,74
18,8,2012,34
21,8,2012,67
23,8,2012,40
25,8,2012,67
28,8,2012,34
30,8,2012,40
1,9,2012,33
4,9,2012,60
6,9,2012,49
8,9,2012,42
11,9,2012,44
13,9,2012,46
15,9,2012,35
18,9,2012,25
20,9,2012,65
22,9,2012,68
25,9,2012,46
27,9,2012,31
29,9,2012,53
2,10,2012,71
4,10,2012,62
6,10,2012,56
9,10,2012,67
11,10,2012,58
13,10,2012,58
16,10,2012,27
18,10,2012,61
20,10,2012,36
23,10,2012,67
25,10,2012,52
27,10,2012,43
30,10,2012,61
3,11,2012,47
5,11,2012,17
6,11,2012,76
8,11,2012,44
10,11,2012,51
13,11,2012,62
15,11,2012,66
17,11,2012,60
20,11,2012,41
22,11,2012,59
24,11,2012,42
27,11,2012,65
29,11,2012,29
1,12,2012,45
4,12,2012,42
6,12,2012,70
10,12,2012,49
11,12,2012,11
13,12,2012,61
15,12,2012,39
18,12,2012,62
20,12,2012,27
22,12,2012,59
24,12,2012,37
27,12,2012,71
29,12,2012,84
2,1,2013,54
3,1,2013,51
5,1,2013,59
8,1,2013,74
10,1,2013,54
12,1,2013,30
15,1,2013,42
17,1,2013,69
19,1,2013,52
22,1,2013,60
24,1,2013,53
26,1,2013,39
29,1,2013,22
31,1,2013,49
2,2,2013,63
5,2,2013,71
7,2,2013,77
9,2,2013,51
12,2,2013,72
14,2,2013,60
16,2,2013,43
19,2,2013,55
21,2,2013,57
23,2,2013,50
26,2,2013,59
28,2,2013,66
2,3,2013,67
5,3,2013,52
7,3,2013,46
9,3,2013,64
12,3,2013,23
14,3,2013,57
16,3,2013,48
19,3,2013,76
21,3,2013,58
23,3,2013,58
26,3,2013,52
28,3,2013,68
30,3,2013,71
2,4,2013,52
4,4,2013,52
6,4,2013,84
9,4,2013,52
11,4,2013,67
13,4,2013,49
16,4,2013,36
18,4,2013,39
20,4,2013,75
23,4,2013,53
27,4,2013,56
29,4,2013,54
30,4,2013,75
2,5,2013,57
4,5,2013,74
7,5,2013,65
9,5,2013,21
11,5,2013,67
14,5,2013,74
16,5,2013,39
18,5,2013,36
21,5,2013,53
23,5,2013,53
25,5,2013,55
28,5,2013,66
30,5,2013,62
1,6,2013,54
4,6,2013,62
6,6,2013,64
8,6,2013,53
11,6,2013,39
13,6,2013,39
15,6,2013,35
18,6,2013,34
20,6,2013,52
22,6,2013,59
25,6,2013,61
27,6,2013,37
29,6,2013,69
2,7,2013,29
4,7,2013,47
6,7,2013,64
9,7,2013,55
11,7,2013,55
13,7,2013,65
16,7,2013,72
18,7,2013,37
20,7,2013,26
23,7,2013,63
25,7,2013,43
27,7,2013,43
30,7,2013,57
1,8,2013,25
3,8,2013,74
6,8,2013,35
8,8,2013,52
10,8,2013,61
13,8,2013,78
17,8,2013,43
19,8,2013,14
20,8,2013,26
22,8,2013,59
24,8,2013,27
27,8,2013,64
29,8,2013,71
31,8,2013,62
3,9,2013,70
5,9,2013,70
7,9,2013,78
10,9,2013,58
12,9,2013,51
14,9,2013,47
17,9,2013,44
19,9,2013,75
21,9,2013,81
24,9,2013,36
26,9,2013,57
28,9,2013,69
1,10,2013,64
3,10,2013,43
5,10,2013,65
8,10,2013,60
10,10,2013,20
12,10,2013,39
15,10,2013,64
17,10,2013,58
19,10,2013,44
22,10,2013,56
24,10,2013,41
26,10,2013,62
29,10,2013,53
31,10,2013,37
2,11,2013,75
5,11,2013,76
7,11,2013,50
9,11,2013,55
12,11,2013,52
14,11,2013,61
16,11,2013,55
19,11,2013,47
21,11,2013,57
23,11,2013,71
26,11,2013,45
28,11,2013,66
30,11,2013,42
3,12,2013,66
5,12,2013,68
7,12,2013,67
10,12,2013,57
12,12,2013,49
14,12,2013,46
17,12,2013,43
19,12,2013,39
21,12,2013,21
23,12,2013,54
24,12,2013,65
28,12,2013,70
31,12,2013,76
2,1,2014,64
4,1,2014,47
7,1,2014,58
9,1,2014,41
11,1,2014,52
14,1,2014,74
16,1,2014,37
18,1,2014,41
21,1,2014,54
23,1,2014,13
25,1,2014,59
28,1,2014,29
30,1,2014,45
1,2,2014,44
4,2,2014,33
6,2,2014,61
8,2,2014,52
11,2,2014,43
13,2,2014,20
15,2,2014,64
18,2,2014,62
20,2,2014,63
22,2,2014,34
25,2,2014,54
27,2,2014,59
1,3,2014,56
4,3,2014,61
6,3,2014,67
8,3,2014,51
11,3,2014,56
13,3,2014,57
15,3,2014,24
18,3,2014,58
20,3,2014,49
22,3,2014,38
25,3,2014,70
27,3,2014,64
29,3,2014,68
1,4,2014,72
3,4,2014,64
5,4,2014,37
8,4,2014,76
10,4,2014,52
12,4,2014,62
15,4,2014,44
17,4,2014,63
19,4,2014,75
22,4,2014,24
24,4,2014,67
26,4,2014,25
29,4,2014,52
3,5,2014,60
5,5,2014,50
6,5,2014,60
8,5,2014,70
10,5,2014,57
13,5,2014,54
15,5,2014,64
17,5,2014,68
20,5,2014,45
22,5,2014,56
24,5,2014,70
27,5,2014,53
29,5,2014,52
31,5,2014,10
3,6,2014,29
5,6,2014,70
7,6,2014,46
10,6,2014,42
12,6,2014,27
14,6,2014,48
17,6,2014,53
19,6,2014,36
21,6,2014,79
24,6,2014,42
26,6,2014,62
28,6,2014,42
1,7,2014,64
3,7,2014,25
5,7,2014,47
8,7,2014,43
10,7,2014,30
12,7,2014,52
15,7,2014,31
17,7,2014,28
19,7,2014,54
22,7,2014,60
24,7,2014,55
26,7,2014,28
29,7,2014,74
31,7,2014,66
2,8,2014,58
5,8,2014,41
7,8,2014,59
9,8,2014,53
12,8,2014,39
14,8,2014,61
16,8,2014,68
19,8,2014,63
21,8,2014,73
23,8,2014,58
26,8,2014,56
28,8,2014,78
30,8,2014,46
2,9,2014,31
4,9,2014,53
6,9,2014,61
9,9,2014,41
11,9,2014,58
13,9,2014,51
16,9,2014,23
18,9,2014,41
20,9,2014,50
23,9,2014,59
25,9,2014,77
27,9,2014,14
30,9,2014,55
2,10,2014,50
4,10,2014,62
7,10,2014,18
9,10,2014,41
11,10,2014,43
14,10,2014,45
16,10,2014,49
18,10,2014,53
21,10,2014,43
23,10,2014,53
25,10,2014,57
28,10,2014,36
30,10,2014,53
3,11,2014,35
4,11,2014,29
6,11,2014,82
8,11,2014,73
11,11,2014,41
13,11,2014,50
15,11,2014,64
18,11,2014,66
20,11,2014,56
22,11,2014,58
25,11,2014,67
27,11,2014,53
29,11,2014,63
2,12,2014,59
4,12,2014,65
6,12,2014,54
9,12,2014,46
11,12,2014,25
13,12,2014,37
16,12,2014,69
18,12,2014,52
20,12,2014,26
23,12,2014,58
24,12,2014,58
27,12,2014,39
30,12,2014,76
3,1,2015,40
5,1,2015,68
7,1,2015,26
8,1,2015,41
10,1,2015,37
13,1,2015,67
15,1,2015,12
17,1,2015,54
20,1,2015,39
22,1,2015,57
24,1,2015,59
27,1,2015,59
29,1,2015,64
31,1,2015,58
3,2,2015,56
5,2,2015,45
7,2,2015,40
10,2,2015,74
12,2,2015,56
14,2,2015,57
17,2,2015,60
19,2,2015,49
21,2,2015,48
24,2,2015,72
26,2,2015,57
28,2,2015,48
3,3,2015,61
5,3,2015,74
7,3,2015,68
10,3,2015,70
12,3,2015,63
14,3,2015,46
17,3,2015,36
19,3,2015,38
21,3,2015,19
24,3,2015,32
26,3,2015,46
28,3,2015,71
31,3,2015,33
2,4,2015,66
4,4,2015,48
7,4,2015,68
9,4,2015,44
11,4,2015,73
14,4,2015,79
16,4,2015,69
18,4,2015,36
21,4,2015,59
23,4,2015,34
27,4,2015,56
28,4,2015,61
30,4,2015,33
2,5,2015,46
5,5,2015,78
7,5,2015,46
9,5,2015,55
12,5,2015,78
14,5,2015,51
16,5,2015,65
19,5,2015,44
21,5,2015,51
23,5,2015,31
26,5,2015,69
28,5,2015,61
30,5,2015,56
3,6,2015,42
4,6,2015,45
6,6,2015,40
9,6,2015,80
11,6,2015,61
13,6,2015,38
16,6,2015,57
18,6,2015,62
20,6,2015,65
23,6,2015,33
25,6,2015,68
27,6,2015,48
30,6,2015,25
2,7,2015,61
4,7,2015,51
7,7,2015,78
9,7,2015,66
11,7,2015,39
14,7,2015,47
16,7,2015,49
18,7,2015,62
21,7,2015,70
23,7,2015,48
25,7,2015,40
28,7,2015,66
30,7,2015,26
1,8,2015,58
4,8,2015,78
6,8,2015,39
8,8,2015,26
11,8,2015,42
13,8,2015,41
17,8,2015,70
18,8,2015,50
20,8,2015,68
22,8,2015,14
25,8,2015,65
27,8,2015,40
29,8,2015,55
1,9,2015,48
3,9,2015,49
5,9,2015,42
8,9,2015,60
10,9,2015,34
12,9,2015,48
15,9,2015,32
17,9,2015,71
19,9,2015,49
22,9,2015,55
24,9,2015,61
26,9,2015,74
29,9,2015,45
1,10,2015,49
3,10,2015,31
6,10,2015,27
8,10,2015,55
10,10,2015,47
13,10,2015,71
15,10,2015,24
17,10,2015,63
20,10,2015,60
22,10,2015,50
24,10,2015,38
27,10,2015,50
29,10,2015,57
31,10,2015,52
3,11,2015,71
5,11,2015,33
7,11,2015,46
10,11,2015,38
12,11,2015,41
14,11,2015,84
17,11,2015,54
19,11,2015,52
21,11,2015,53
24,11,2015,80
26,11,2015,67
28,11,2015,51
1,12,2015,58
3,12,2015,65
5,12,2015,42
9,12,2015,63
10,12,2015,56
12,12,2015,47
15,12,2015,63
17,12,2015,81
19,12,2015,50
22,12,2015,57
24,12,2015,28
28,12,2015,52
29,12,2015,72
31,12,2015,77
2,1,2016,41
5,1,2016,56
7,1,2016,62
9,1,2016,50
12,1,2016,42
14,1,2016,41
16,1,2016,52
19,1,2016,43
21,1,2016,57
23,1,2016,14
26,1,2016,60
28,1,2016,39
30,1,2016,68
2,2,2016,56
4,2,2016,39
6,2,2016,63
9,2,2016,56
11,2,2016,53
13,2,2016,66
16,2,2016,34
18,2,2016,51
20,2,2016,49
23,2,2016,74
25,2,2016,67
27,2,2016,48
1,3,2016,30
3,3,2016,49
5,3,2016,77
8,3,2016,51
10,3,2016,22
12,3,2016,67
15,3,2016,19
17,3,2016,67
19,3,2016,56
22,3,2016,43
24,3,2016,57
26,3,2016,68
29,3,2016,71
31,3,2016,78
2,4,2016,75
5,4,2016,32
7,4,2016,59
9,4,2016,33
12,4,2016,72
14,4,2016,42
16,4,2016,58
19,4,2016,86
21,4,2016,50
23,4,2016,33
26,4,2016,59
28,4,2016,30
30,4,2016,51
3,5,2016,72
5,5,2016,32
7,5,2016,36
10,5,2016,54
12,5,2016,54
14,5,2016,72
17,5,2016,44
19,5,2016,62
21,5,2016,35
24,5,2016,47
26,5,2016,58
28,5,2016,17
31,5,2016,41
4,6,2016,64
6,6,2016,57
7,6,2016,63
9,6,2016,76
11,6,2016,40
14,6,2016,42
16,6,2016,47
18,6,2016,51
21,6,2016,45
23,6,2016,43
25,6,2016,54
28,6,2016,59
30,6,2016,34
2,7,2016,43
5,7,2016,50
7,7,2016,59
9,7,2016,45
12,7,2016,63
14,7,2016,67
16,7,2016,67
19,7,2016,29
21,7,2016,56
23,7,2016,61
26,7,2016,18
28,7,2016,61
30,7,2016,45
2,8,2016,84
4,8,2016,61
6,8,2016,61
9,8,2016,76
11,8,2016,85
13,8,2016,72
16,8,2016,63
18,8,2016,65
20,8,2016,44
23,8,2016,67
25,8,2016,43
27,8,2016,54
30,8,2016,47
1,9,2016,60
3,9,2016,46
6,9,2016,61
8,9,2016,51
10,9,2016,49
13,9,2016,66
15,9,2016,48
17,9,2016,59
20,9,2016,52
22,9,2016,49
24,9,2016,31
27,9,2016,81
29,9,2016,44
1,10,2016,74
4,10,2016,80
6,10,2016,52
8,10,2016,47
11,10,2016,53
13,10,2016,60
15,10,2016,72
18,10,2016,61
20,10,2016,66
22,10,2016,48
25,10,2016,65
27,10,2016,71
29,10,2016,17
31,10,2016,25
3,11,2016,66
5,11,2016,35
8,11,2016,75
10,11,2016,55
12,11,2016,22
15,11,2016,31
17,11,2016,41
19,11,2016,43
22,11,2016,77
24,11,2016,79
26,11,2016,47
29,11,2016,49
1,12,2016,56
3,12,2016,26
6,12,2016,64
10,12,2016,68
12,12,2016,65
13,12,2016,48
15,12,2016,53
17,12,2016,39
20,12,2016,47
22,12,2016,44
24,12,2016,32
27,12,2016,57
29,12,2016,58
31,12,2016,22
3,1,2017,32
5,1,2017,27
7,1,2017,79
10,1,2017,25
12,1,2017,34
14,1,2017,45
17,1,2017,57
19,1,2017,79
21,1,2017,68
24,1,2017,77
26,1,2017,51
28,1,2017,51
31,1,2017,43
2,2,2017,57
4,2,2017,51
7,2,2017,74
9,2,2017,38
11,2,2017,32
14,2,2017,35
16,2,2017,33
18,2,2017,36
21,2,2017,60
23,2,2017,37
25,2,2017,69
28,2,2017,45
2,3,2017,58
4,3,2017,51
7,3,2017,33
9,3,2017,40
11,3,2017,48
14,3,2017,74
16,3,2017,62
18,3,2017,74
21,3,2017,63
23,3,2017,74
25,3,2017,64
28,3,2017,54
30,3,2017,70
1,4,2017,70
4,4,2017,34
6,4,2017,24
8,4,2017,76
11,4,2017,69
13,4,2017,69
15,4,2017,36
18,4,2017,74
20,4,2017,67
22,4,2017,10
24,4,2017,35
27,4,2017,62
29,4,2017,41
2,5,2017,60
4,5,2017,39
6,5,2017,77
9,5,2017,70
11,5,2017,51
13,5,2017,22
16,5,2017,79
18,5,2017,61
20,5,2017,53
23,5,2017,34
25,5,2017,42
27,5,2017,64
30,5,2017,59
1,6,2017,37
3,6,2017,77
6,6,2017,46
8,6,2017,48
10,6,2017,57
13,6,2017,71
15,6,2017,32
17,6,2017,75
20,6,2017,76
22,6,2017,42
24,6,2017,23
27,6,2017,64
29,6,2017,40
1,7,2017,59
4,7,2017,75
6,7,2017,48
8,7,2017,54
11,7,2017,42
13,7,2017,62
15,7,2017,47
18,7,2017,47
20,7,2017,60
22,7,2017,33
25,7,2017,47
27,7,2017,60
29,7,2017,75
1,8,2017,54
3,8,2017,49
5,8,2017,69
8,8,2017,41
10,8,2017,41
12,8,2017,40
14,8,2017,47
17,8,2017,52
19,8,2017,47
22,8,2017,52
24,8,2017,72
26,8,2017,54
29,8,2017,73
31,8,2017,33
2,9,2017,60
5,9,2017,68
7,9,2017,68
9,9,2017,56
12,9,2017,26
14,9,2017,30
16,9,2017,55
19,9,2017,55
21,9,2017,48
23,9,2017,69
26,9,2017,46
28,9,2017,68
30,9,2017,22
3,10,2017,48
5,10,2017,61
7,10,2017,37
10,10,2017,65
12,10,2017,35
14,10,2017,75
17,10,2017,55
19,10,2017,66
21,10,2017,32
24,10,2017,61
26,10,2017,57
28,10,2017,28
31,10,2017,69
2,11,2017,48
4,11,2017,38
7,11,2017,69
9,11,2017,42
11,11,2017,51
14,11,2017,45
16,11,2017,26
18,11,2017,27
21,11,2017,47
23,11,2017,51
25,11,2017,42
28,11,2017,61
30,11,2017,33
2,12,2017,27
5,12,2017,63
7,12,2017,68
9,12,2017,51
12,12,2017,52
14,12,2017,59
16,12,2017,65
18,12,2017,73
19,12,2017,65
21,12,2017,59
23,12,2017,71
28,12,2017,43
30,12,2017,46
2,1,2018,44
4,1,2018,43
8,1,2018,33
9,1,2018,84
11,1,2018,37
13,1,2018,49
16,1,2018,53
18,1,2018,50
20,1,2018,74
23,1,2018,32
25,1,2018,52
27,1,2018,72
30,1,2018,49
1,2,2018,63
3,2,2018,28
6,2,2018,35
8,2,2018,43
10,2,2018,57
13,2,2018,53
15,2,2018,40
17,2,2018,40
20,2,2018,55
22,2,2018,70
24,2,2018,62
27,2,2018,83
1,3,2018,72
3,3,2018,74
6,3,2018,46
8,3,2018,65
10,3,2018,64
13,3,2018,65
15,3,2018,31
17,3,2018,85
20,3,2018,43
22,3,2018,37
24,3,2018,62
27,3,2018,63
29,3,2018,35
31,3,2018,9
3,4,2018,49
5,4,2018,63
7,4,2018,55
10,4,2018,68
12,4,2018,38
14,4,2018,44
17,4,2018,54
19,4,2018,44
21,4,2018,72
24,4,2018,67
26,4,2018,66
28,4,2018,42
30,4,2018,47
3,5,2018,39
5,5,2018,59
8,5,2018,57
10,5,2018,79
12,5,2018,56
15,5,2018,52
17,5,2018,74
19,5,2018,56
22,5,2018,37
24,5,2018,58
26,5,2018,55
29,5,2018,49
31,5,2018,66
4,6,2018,74
5,6,2018,21
7,6,2018,64
9,6,2018,51
12,6,2018,33
14,6,2018,65
16,6,2018,22
19,6,2018,40
21,6,2018,42
23,6,2018,55
26,6,2018,39
28,6,2018,76
30,6,2018,32
3,7,2018,41
5,7,2018,41
7,7,2018,64
10,7,2018,60
12,7,2018,24
14,7,2018,19
17,7,2018,60
19,7,2018,71
21,7,2018,56
24,7,2018,43
26,7,2018,72
28,7,2018,67
31,7,2018,53
2,8,2018,44
4,8,2018,56
7,8,2018,23
9,8,2018,54
11,8,2018,79
14,8,2018,57
16,8,2018,21
18,8,2018,66
21,8,2018,39
23,8,2018,34
25,8,2018,68
28,8,2018,43
30,8,2018,55
1,9,2018,23
4,9,2018,51
6,9,2018,52
8,9,2018,39
11,9,2018,65
13,9,2018,49
15,9,2018,61
18,9,2018,42
20,9,2018,67
22,9,2018,45
25,9,2018,64
27,9,2018,56
29,9,2018,80
2,10,2018,47
4,10,2018,79
6,10,2018,75
9,10,2018,53
11,10,2018,50
13,10,2018,46
16,10,2018,50
18,10,2018,73
20,10,2018,38
23,10,2018,56
25,10,2018,26
27,10,2018,51
30,10,2018,59
3,11,2018,79
5,11,2018,40
6,11,2018,42
8,11,2018,27
10,11,2018,46
13,11,2018,31
15,11,2018,36
17,11,2018,53
20,11,2018,48
22,11,2018,34
24,11,2018,68
27,11,2018,30
29,11,2018,36
