Day,Month,Year,Time,Digit1,Digit2,Digit3,Digit4,Digit5,Digit6,Digit7,Digit8,Digit9,Digit10
21,7,2022,5,4,5,7,13,16,19,24,28,36,43
22,7,2022,5,4,8,19,23,25,30,32,33,39,43
23,7,2022,5,2,4,12,14,18,20,25,31,32,41
24,7,2022,5,3,10,11,20,21,23,28,31,32,35
25,7,2022,5,1,2,6,8,10,18,19,21,23,25
28,7,2022,5,3,6,13,24,32,35,40,43,44,46
29,7,2022,5,4,7,9,12,21,24,27,38,41,43
30,7,2022,5,3,12,14,18,21,24,30,31,37,39
31,7,2022,5,2,4,6,9,12,18,20,24,28,37
1,8,2022,5,6,14,17,21,30,32,36,39,40,42
2,8,2022,5,1,2,3,12,13,15,18,20,23,24
3,8,2022,5,5,8,9,18,29,32,37,38,43,44
4,8,2022,5,4,8,14,16,18,27,29,30,36,38
5,8,2022,5,8,13,21,22,25,27,30,31,32,33
6,8,2022,5,2,9,11,13,19,24,30,31,32,36
7,8,2022,5,5,6,10,12,15,19,21,25,27,29
8,8,2022,5,2,8,9,10,11,16,18,23,24,30
9,8,2022,5,4,9,10,11,13,15,20,21,24,30
10,8,2022,5,2,11,12,13,15,18,24,27,31,32
13,8,2022,5,3,4,5,11,12,13,17,19,20,22
14,8,2022,5,4,7,8,16,24,30,32,33,34,36
16,8,2022,5,6,11,12,17,22,23,25,29,34,35
17,8,2022,5,1,4,15,17,22,27,30,31,32,33
18,8,2022,5,4,6,9,15,17,20,28,29,33,34
19,8,2022,5,1,4,7,8,15,16,22,24,28,29
20,8,2022,5,6,8,12,18,19,20,22,23,24,28
21,8,2022,5,2,5,6,11,16,20,28,34,36,44
22,8,2022,5,6,14,15,17,20,25,29,35,37,40
23,8,2022,5,3,7,16,18,21,22,29,37,43,44
24,8,2022,5,3,4,16,19,20,21,25,28,35,43
25,8,2022,5,6,11,17,21,25,32,36,44,45,50
26,8,2022,5,3,7,8,11,12,15,18,28,29,41
27,8,2022,5,3,7,8,14,19,21,23,28,33,36
28,8,2022,5,6,22,24,28,30,33,38,39,42,46
29,8,2022,5,5,8,15,16,19,23,30,32,34,36
30,8,2022,5,2,6,7,9,13,16,17,19,20,21
31,8,2022,5,12,13,14,16,29,32,34,35,43,48
1,9,2022,5,2,4,5,10,14,20,21,22,28,30
2,9,2022,5,3,5,9,12,15,17,22,29,30,33
5,9,2022,5,4,7,14,17,19,23,27,38,41,42
6,9,2022,5,1,6,7,9,13,14,17,20,22,25
9,9,2022,5,1,3,4,5,8,20,25,30,34,36
10,9,2022,5,4,10,11,20,24,27,29,30,32,37
11,9,2022,5,2,4,6,8,10,11,23,24,29,33
12,9,2022,5,3,4,6,7,17,26,27,28,35,38
13,9,2022,5,6,17,18,19,27,44,46,47,48,49
14,9,2022,5,1,3,6,8,14,26,27,31,33,47
15,9,2022,5,3,6,19,20,24,25,29,32,34,38
16,9,2022,5,4,7,10,12,14,20,21,31,36,38
23,9,2022,5,2,4,15,21,24,26,33,35,37,38
24,9,2022,5,1,2,5,6,9,11,15,16,18,20
25,9,2022,5,2,5,6,10,15,20,26,28,30,34
26,9,2022,5,2,8,24,29,30,32,37,40,41,46
27,9,2022,5,2,3,9,13,18,20,24,28,33,36
28,9,2022,5,2,6,11,13,22,26,36,43,51,58
29,9,2022,5,3,10,12,13,23,31,34,36,37,38
30,9,2022,5,2,14,24,28,38,42,43,45,49,55
1,10,2022,5,4,5,7,16,19,22,26,31,32,37
3,10,2022,5,3,6,7,10,11,13,18,22,23,24
4,10,2022,5,1,7,11,12,16,20,24,28,30,40
5,10,2022,5,1,27,31,34,35,36,46,49,52,53
6,10,2022,5,6,7,11,14,25,28,31,33,36,39
7,10,2022,5,1,5,14,16,21,27,31,33,35,38
8,10,2022,5,3,9,14,15,16,17,18,31,41,43
9,10,2022,5,11,12,17,18,21,24,27,30,33,34
12,10,2022,5,3,13,17,18,20,26,28,31,34,35
13,10,2022,5,4,9,16,19,20,23,24,28,32,34
14,10,2022,5,1,2,8,13,17,19,26,27,32,34
15,10,2022,5,3,11,15,18,20,21,24,32,37,44
16,10,2022,5,10,11,17,22,25,29,31,32,40,43
17,10,2022,5,1,2,8,10,15,16,20,23,24,26
