Day,Month,Year,Number 3
8,9,2012,31
11,9,2012,42
13,9,2012,27
15,9,2012,32
18,9,2012,18
20,9,2012,50
22,9,2012,29
25,9,2012,33
27,9,2012,10
29,9,2012,33
2,10,2012,69
4,10,2012,47
6,10,2012,41
9,10,2012,37
11,10,2012,50
13,10,2012,38
16,10,2012,24
18,10,2012,56
20,10,2012,28
23,10,2012,65
25,10,2012,51
27,10,2012,34
30,10,2012,46
3,11,2012,8
5,11,2012,15
6,11,2012,22
8,11,2012,39
10,11,2012,46
13,11,2012,57
15,11,2012,53
17,11,2012,39
20,11,2012,29
22,11,2012,51
24,11,2012,34
27,11,2012,56
29,11,2012,17
1,12,2012,25
4,12,2012,35
6,12,2012,47
10,12,2012,38
11,12,2012,10
13,12,2012,48
15,12,2012,35
18,12,2012,60
20,12,2012,26
22,12,2012,53
24,12,2012,31
27,12,2012,57
29,12,2012,51
2,1,2013,43
3,1,2013,41
5,1,2013,38
8,1,2013,52
10,1,2013,22
12,1,2013,13
15,1,2013,40
17,1,2013,38
19,1,2013,23
22,1,2013,52
24,1,2013,47
26,1,2013,27
29,1,2013,18
31,1,2013,47
2,2,2013,39
5,2,2013,49
7,2,2013,55
9,2,2013,32
12,2,2013,41
14,2,2013,44
16,2,2013,35
19,2,2013,37
21,2,2013,35
23,2,2013,21
26,2,2013,51
28,2,2013,62
2,3,2013,59
5,3,2013,39
7,3,2013,42
9,3,2013,36
12,3,2013,22
14,3,2013,47
16,3,2013,43
19,3,2013,71
21,3,2013,47
23,3,2013,45
26,3,2013,46
28,3,2013,54
30,3,2013,52
2,4,2013,33
4,4,2013,31
6,4,2013,73
9,4,2013,45
11,4,2013,66
13,4,2013,43
16,4,2013,35
18,4,2013,35
20,4,2013,67
23,4,2013,37
27,4,2013,11
29,4,2013,53
30,4,2013,38
2,5,2013,33
4,5,2013,63
7,5,2013,54
9,5,2013,20
11,5,2013,48
14,5,2013,47
16,5,2013,22
18,5,2013,24
21,5,2013,48
23,5,2013,36
25,5,2013,34
28,5,2013,47
30,5,2013,61
1,6,2013,25
4,6,2013,34
6,6,2013,47
8,6,2013,31
11,6,2013,37
13,6,2013,6
15,6,2013,33
18,6,2013,32
20,6,2013,32
22,6,2013,25
25,6,2013,40
27,6,2013,27
29,6,2013,54
2,7,2013,18
4,7,2013,46
6,7,2013,24
9,7,2013,48
11,7,2013,34
13,7,2013,52
16,7,2013,57
18,7,2013,24
20,7,2013,20
23,7,2013,39
25,7,2013,41
27,7,2013,40
30,7,2013,55
1,8,2013,24
3,8,2013,34
6,8,2013,32
8,8,2013,42
10,8,2013,47
13,8,2013,41
17,8,2013,24
19,8,2013,11
20,8,2013,15
22,8,2013,30
24,8,2013,5
27,8,2013,63
29,8,2013,55
31,8,2013,50
3,9,2013,56
5,9,2013,45
7,9,2013,72
10,9,2013,57
12,9,2013,48
14,9,2013,45
17,9,2013,34
19,9,2013,28
21,9,2013,75
24,9,2013,33
26,9,2013,42
28,9,2013,61
1,10,2013,26
3,10,2013,42
5,10,2013,8
8,10,2013,39
10,10,2013,12
12,10,2013,20
15,10,2013,60
17,10,2013,40
19,10,2013,36
22,10,2013,34
24,10,2013,5
26,10,2013,50
29,10,2013,49
31,10,2013,26
2,11,2013,67
5,11,2013,10
7,11,2013,21
9,11,2013,39
12,11,2013,30
14,11,2013,54
16,11,2013,54
19,11,2013,39
21,11,2013,52
23,11,2013,19
26,11,2013,30
28,11,2013,55
30,11,2013,35
3,12,2013,42
5,12,2013,42
7,12,2013,42
10,12,2013,20
12,12,2013,32
14,12,2013,44
17,12,2013,27
19,12,2013,27
21,12,2013,17
23,12,2013,48
24,12,2013,45
28,12,2013,69
31,12,2013,62
2,1,2014,57
4,1,2014,30
7,1,2014,48
9,1,2014,24
11,1,2014,39
14,1,2014,25
16,1,2014,34
18,1,2014,38
21,1,2014,35
23,1,2014,12
25,1,2014,53
28,1,2014,27
30,1,2014,28
1,2,2014,41
4,2,2014,25
6,2,2014,14
8,2,2014,41
11,2,2014,38
13,2,2014,17
15,2,2014,62
18,2,2014,49
20,2,2014,47
22,2,2014,28
25,2,2014,52
27,2,2014,54
1,3,2014,47
4,3,2014,51
6,3,2014,66
8,3,2014,50
11,3,2014,53
13,3,2014,40
15,3,2014,22
18,3,2014,46
20,3,2014,28
22,3,2014,31
25,3,2014,42
27,3,2014,47
29,3,2014,57
1,4,2014,66
3,4,2014,59
5,4,2014,33
8,4,2014,64
10,4,2014,46
12,4,2014,34
15,4,2014,33
17,4,2014,51
19,4,2014,56
22,4,2014,21
24,4,2014,11
26,4,2014,13
29,4,2014,40
3,5,2014,45
5,5,2014,46
6,5,2014,4
8,5,2014,54
10,5,2014,40
13,5,2014,16
15,5,2014,56
17,5,2014,36
20,5,2014,41
22,5,2014,48
24,5,2014,38
27,5,2014,52
29,5,2014,33
31,5,2014,7
3,6,2014,26
5,6,2014,43
7,6,2014,39
10,6,2014,30
12,6,2014,19
14,6,2014,45
17,6,2014,43
19,6,2014,24
21,6,2014,69
24,6,2014,31
26,6,2014,61
28,6,2014,41
1,7,2014,48
3,7,2014,21
5,7,2014,38
8,7,2014,32
10,7,2014,18
12,7,2014,48
15,7,2014,17
17,7,2014,12
19,7,2014,49
22,7,2014,58
24,7,2014,13
26,7,2014,26
29,7,2014,56
31,7,2014,22
2,8,2014,54
5,8,2014,22
7,8,2014,50
9,8,2014,26
12,8,2014,34
14,8,2014,24
16,8,2014,64
19,8,2014,62
21,8,2014,52
23,8,2014,51
26,8,2014,44
28,8,2014,51
30,8,2014,43
2,9,2014,27
4,9,2014,41
6,9,2014,53
9,9,2014,26
11,9,2014,56
13,9,2014,25
16,9,2014,16
18,9,2014,37
20,9,2014,39
23,9,2014,42
25,9,2014,59
27,9,2014,12
30,9,2014,49
2,10,2014,42
4,10,2014,11
7,10,2014,17
9,10,2014,26
11,10,2014,28
14,10,2014,38
16,10,2014,24
18,10,2014,44
21,10,2014,41
23,10,2014,44
25,10,2014,44
28,10,2014,32
30,10,2014,45
3,11,2014,32
4,11,2014,23
6,11,2014,59
8,11,2014,69
11,11,2014,39
13,11,2014,47
15,11,2014,62
18,11,2014,65
20,11,2014,48
22,11,2014,55
25,11,2014,62
27,11,2014,26
29,11,2014,35
2,12,2014,35
4,12,2014,57
6,12,2014,21
9,12,2014,35
11,12,2014,24
13,12,2014,19
16,12,2014,45
18,12,2014,48
20,12,2014,24
23,12,2014,55
24,12,2014,53
27,12,2014,31
30,12,2014,51
3,1,2015,31
5,1,2015,48
7,1,2015,19
8,1,2015,29
10,1,2015,22
13,1,2015,36
15,1,2015,7
17,1,2015,31
20,1,2015,15
22,1,2015,44
24,1,2015,24
27,1,2015,47
29,1,2015,58
31,1,2015,54
3,2,2015,43
5,2,2015,10
7,2,2015,38
10,2,2015,72
12,2,2015,44
14,2,2015,32
17,2,2015,40
19,2,2015,44
21,2,2015,33
24,2,2015,56
26,2,2015,44
28,2,2015,34
3,3,2015,48
5,3,2015,62
7,3,2015,56
10,3,2015,68
12,3,2015,38
14,3,2015,39
17,3,2015,21
19,3,2015,20
21,3,2015,9
24,3,2015,29
26,3,2015,40
28,3,2015,60
31,3,2015,23
2,4,2015,61
4,4,2015,44
7,4,2015,20
9,4,2015,30
11,4,2015,55
14,4,2015,56
16,4,2015,43
18,4,2015,18
21,4,2015,52
23,4,2015,27
27,4,2015,39
28,4,2015,59
30,4,2015,31
2,5,2015,45
5,5,2015,33
7,5,2015,43
9,5,2015,52
12,5,2015,48
14,5,2015,42
16,5,2015,39
19,5,2015,43
21,5,2015,23
23,5,2015,29
26,5,2015,21
28,5,2015,57
30,5,2015,39
3,6,2015,37
4,6,2015,23
6,6,2015,34
9,6,2015,58
11,6,2015,52
13,6,2015,36
16,6,2015,55
18,6,2015,28
20,6,2015,21
23,6,2015,26
25,6,2015,63
27,6,2015,45
30,6,2015,16
2,7,2015,30
4,7,2015,38
7,7,2015,31
9,7,2015,59
11,7,2015,34
14,7,2015,32
16,7,2015,29
18,7,2015,47
21,7,2015,63
23,7,2015,44
25,7,2015,21
28,7,2015,34
30,7,2015,25
1,8,2015,34
4,8,2015,77
6,8,2015,36
8,8,2015,17
11,8,2015,32
13,8,2015,34
17,8,2015,50
18,8,2015,45
20,8,2015,31
22,8,2015,9
25,8,2015,19
27,8,2015,12
29,8,2015,44
1,9,2015,38
3,9,2015,19
5,9,2015,36
8,9,2015,54
10,9,2015,15
12,9,2015,46
15,9,2015,20
17,9,2015,42
19,9,2015,40
22,9,2015,50
24,9,2015,36
26,9,2015,69
29,9,2015,41
1,10,2015,21
3,10,2015,14
6,10,2015,17
8,10,2015,33
10,10,2015,45
13,10,2015,63
15,10,2015,16
17,10,2015,61
20,10,2015,58
22,10,2015,32
24,10,2015,33
27,10,2015,48
29,10,2015,40
31,10,2015,26
3,11,2015,47
5,11,2015,29
7,11,2015,22
10,11,2015,33
12,11,2015,31
14,11,2015,73
17,11,2015,39
19,11,2015,44
21,11,2015,33
24,11,2015,70
26,11,2015,45
28,11,2015,28
1,12,2015,55
3,12,2015,53
5,12,2015,34
9,12,2015,62
10,12,2015,20
12,12,2015,46
15,12,2015,36
17,12,2015,56
19,12,2015,46
22,12,2015,23
24,12,2015,24
28,12,2015,48
29,12,2015,57
31,12,2015,29
2,1,2016,39
5,1,2016,40
7,1,2016,61
9,1,2016,36
12,1,2016,28
14,1,2016,17
16,1,2016,48
19,1,2016,35
21,1,2016,32
23,1,2016,8
26,1,2016,50
28,1,2016,15
30,1,2016,51
2,2,2016,40
4,2,2016,31
6,2,2016,36
9,2,2016,46
11,2,2016,45
13,2,2016,49
16,2,2016,27
18,2,2016,30
20,2,2016,33
23,2,2016,58
25,2,2016,52
27,2,2016,28
1,3,2016,25
3,3,2016,29
5,3,2016,68
8,3,2016,32
10,3,2016,18
12,3,2016,52
15,3,2016,17
17,3,2016,65
19,3,2016,51
22,3,2016,32
24,3,2016,26
26,3,2016,67
29,3,2016,65
31,3,2016,63
2,4,2016,65
5,4,2016,28
7,4,2016,45
9,4,2016,12
12,4,2016,55
14,4,2016,6
16,4,2016,23
19,4,2016,61
21,4,2016,30
23,4,2016,15
26,4,2016,51
28,4,2016,24
30,4,2016,47
3,5,2016,58
5,5,2016,25
7,5,2016,34
10,5,2016,49
12,5,2016,52
14,5,2016,56
17,5,2016,19
19,5,2016,54
21,5,2016,20
24,5,2016,45
26,5,2016,34
28,5,2016,12
31,5,2016,33
4,6,2016,18
6,6,2016,56
7,6,2016,45
9,6,2016,61
11,6,2016,34
14,6,2016,33
16,6,2016,29
18,6,2016,45
21,6,2016,31
23,6,2016,25
25,6,2016,44
28,6,2016,44
30,6,2016,32
2,7,2016,22
5,7,2016,43
7,7,2016,32
9,7,2016,44
12,7,2016,59
14,7,2016,61
16,7,2016,43
19,7,2016,28
21,7,2016,35
23,7,2016,42
26,7,2016,15
28,7,2016,38
30,7,2016,26
2,8,2016,57
4,8,2016,40
6,8,2016,58
9,8,2016,34
11,8,2016,78
13,8,2016,43
16,8,2016,18
18,8,2016,59
20,8,2016,35
23,8,2016,48
25,8,2016,40
27,8,2016,37
30,8,2016,17
1,9,2016,43
3,9,2016,35
6,9,2016,34
8,9,2016,47
10,9,2016,16
13,9,2016,48
15,9,2016,30
17,9,2016,10
20,9,2016,48
22,9,2016,34
24,9,2016,22
27,9,2016,55
29,9,2016,41
1,10,2016,57
4,10,2016,67
6,10,2016,26
8,10,2016,37
11,10,2016,17
13,10,2016,39
15,10,2016,36
18,10,2016,48
20,10,2016,65
22,10,2016,45
25,10,2016,54
27,10,2016,23
29,10,2016,13
31,10,2016,18
3,11,2016,56
5,11,2016,26
8,11,2016,60
10,11,2016,50
12,11,2016,20
15,11,2016,25
17,11,2016,23
19,11,2016,37
22,11,2016,44
24,11,2016,75
26,11,2016,44
29,11,2016,35
1,12,2016,31
3,12,2016,15
6,12,2016,56
10,12,2016,66
12,12,2016,52
13,12,2016,35
15,12,2016,31
17,12,2016,31
20,12,2016,29
22,12,2016,24
24,12,2016,21
27,12,2016,30
29,12,2016,38
31,12,2016,18
3,1,2017,27
5,1,2017,21
7,1,2017,62
10,1,2017,22
12,1,2017,30
14,1,2017,24
17,1,2017,49
19,1,2017,74
21,1,2017,63
24,1,2017,74
26,1,2017,49
28,1,2017,15
31,1,2017,16
2,2,2017,56
4,2,2017,34
7,2,2017,38
9,2,2017,35
11,2,2017,11
14,2,2017,19
16,2,2017,26
18,2,2017,24
21,2,2017,36
23,2,2017,21
25,2,2017,40
28,2,2017,44
2,3,2017,52
4,3,2017,26
7,3,2017,28
9,3,2017,39
11,3,2017,46
14,3,2017,53
16,3,2017,31
18,3,2017,60
21,3,2017,58
23,3,2017,48
25,3,2017,60
28,3,2017,20
30,3,2017,40
1,4,2017,68
4,4,2017,29
6,4,2017,21
8,4,2017,27
11,4,2017,59
13,4,2017,56
15,4,2017,35
18,4,2017,52
20,4,2017,52
22,4,2017,9
24,4,2017,28
27,4,2017,54
29,4,2017,25
2,5,2017,59
4,5,2017,33
6,5,2017,73
9,5,2017,63
11,5,2017,45
13,5,2017,21
16,5,2017,75
18,5,2017,47
20,5,2017,46
23,5,2017,23
25,5,2017,40
27,5,2017,57
30,5,2017,35
1,6,2017,27
3,6,2017,36
6,6,2017,26
8,6,2017,32
10,6,2017,56
13,6,2017,69
15,6,2017,28
17,6,2017,71
20,6,2017,54
22,6,2017,24
24,6,2017,20
27,6,2017,62
29,6,2017,38
1,7,2017,45
4,7,2017,58
6,7,2017,46
8,7,2017,32
11,7,2017,38
13,7,2017,26
15,7,2017,44
18,7,2017,42
20,7,2017,45
22,7,2017,26
25,7,2017,30
27,7,2017,52
29,7,2017,58
1,8,2017,28
3,8,2017,39
5,8,2017,50
8,8,2017,33
10,8,2017,24
12,8,2017,32
14,8,2017,46
17,8,2017,46
19,8,2017,34
22,8,2017,50
24,8,2017,54
26,8,2017,36
29,8,2017,54
31,8,2017,32
2,9,2017,57
5,9,2017,66
7,9,2017,64
9,9,2017,49
12,9,2017,25
14,9,2017,29
16,9,2017,36
19,9,2017,46
21,9,2017,27
23,9,2017,48
26,9,2017,19
28,9,2017,39
30,9,2017,21
3,10,2017,38
5,10,2017,48
7,10,2017,35
10,10,2017,52
12,10,2017,19
14,10,2017,50
17,10,2017,30
19,10,2017,58
21,10,2017,31
24,10,2017,47
26,10,2017,43
28,10,2017,17
31,10,2017,35
2,11,2017,46
4,11,2017,8
7,11,2017,34
9,11,2017,41
11,11,2017,33
14,11,2017,40
16,11,2017,16
18,11,2017,24
21,11,2017,41
23,11,2017,40
25,11,2017,22
28,11,2017,48
30,11,2017,19
2,12,2017,25
5,12,2017,45
7,12,2017,65
9,12,2017,48
12,12,2017,44
14,12,2017,39
16,12,2017,53
18,12,2017,71
19,12,2017,43
21,12,2017,50
23,12,2017,48
28,12,2017,33
30,12,2017,23
2,1,2018,26
4,1,2018,28
8,1,2018,24
9,1,2018,70
11,1,2018,28
13,1,2018,41
16,1,2018,51
18,1,2018,46
20,1,2018,50
23,1,2018,24
25,1,2018,48
27,1,2018,68
30,1,2018,47
1,2,2018,51
3,2,2018,19
6,2,2018,16
8,2,2018,30
10,2,2018,35
13,2,2018,38
15,2,2018,34
17,2,2018,37
20,2,2018,52
22,2,2018,45
24,2,2018,48
27,2,2018,66
1,3,2018,57
3,3,2018,62
6,3,2018,45
8,3,2018,52
10,3,2018,42
13,3,2018,42
15,3,2018,17
17,3,2018,52
20,3,2018,33
22,3,2018,29
24,3,2018,42
27,3,2018,35
29,3,2018,32
31,3,2018,7
3,4,2018,47
5,4,2018,55
7,4,2018,47
10,4,2018,46
12,4,2018,34
14,4,2018,31
17,4,2018,39
19,4,2018,20
21,4,2018,68
24,4,2018,44
26,4,2018,64
28,4,2018,41
30,4,2018,26
3,5,2018,31
5,5,2018,19
8,5,2018,41
10,5,2018,77
12,5,2018,50
15,5,2018,38
17,5,2018,34
19,5,2018,55
22,5,2018,19
24,5,2018,31
26,5,2018,32
29,5,2018,42
31,5,2018,64
4,6,2018,66
5,6,2018,11
7,6,2018,47
9,6,2018,41
12,6,2018,31
14,6,2018,51
16,6,2018,15
19,6,2018,25
21,6,2018,37
23,6,2018,29
26,6,2018,37
28,6,2018,55
30,6,2018,23
3,7,2018,38
5,7,2018,27
7,7,2018,55
10,7,2018,50
12,7,2018,18
14,7,2018,14
17,7,2018,44
19,7,2018,47
21,7,2018,38
24,7,2018,37
26,7,2018,53
28,7,2018,47
31,7,2018,49
2,8,2018,41
4,8,2018,53
7,8,2018,21
9,8,2018,46
11,8,2018,73
14,8,2018,45
16,8,2018,12
18,8,2018,27
21,8,2018,30
23,8,2018,32
25,8,2018,54
28,8,2018,39
30,8,2018,29
1,9,2018,19
4,9,2018,47
6,9,2018,34
8,9,2018,32
11,9,2018,63
13,9,2018,29
15,9,2018,34
18,9,2018,31
20,9,2018,56
22,9,2018,29
25,9,2018,57
27,9,2018,46
29,9,2018,77
2,10,2018,18
4,10,2018,72
6,10,2018,33
9,10,2018,49
11,10,2018,39
13,10,2018,39
16,10,2018,25
18,10,2018,50
20,10,2018,27
23,10,2018,49
25,10,2018,24
27,10,2018,35
30,10,2018,43
3,11,2018,40
5,11,2018,39
6,11,2018,24
8,11,2018,20
10,11,2018,20
13,11,2018,22
15,11,2018,34
17,11,2018,38
20,11,2018,43
22,11,2018,28
24,11,2018,63
27,11,2018,15
29,11,2018,27
