Day,Month,Year,Number 1
23,9,2010,25
25,9,2010,13
28,9,2010,18
30,9,2010,6
2,10,2010,9
5,10,2010,17
7,10,2010,19
9,10,2010,24
12,10,2010,18
14,10,2010,9
16,10,2010,16
19,10,2010,31
21,10,2010,3
23,10,2010,12
26,10,2010,30
28,10,2010,16
30,10,2010,4
2,11,2010,31
4,11,2010,1
6,11,2010,13
9,11,2010,23
11,11,2010,28
13,11,2010,2
16,11,2010,26
18,11,2010,23
20,11,2010,5
23,11,2010,46
25,11,2010,5
27,11,2010,21
30,11,2010,19
2,12,2010,10
4,12,2010,16
7,12,2010,27
9,12,2010,12
11,12,2010,3
14,12,2010,3
16,12,2010,9
18,12,2010,30
21,12,2010,8
23,12,2010,5
27,12,2010,4
28,12,2010,1
30,12,2010,5
3,1,2011,4
4,1,2011,1
7,1,2011,14
8,1,2011,26
11,1,2011,12
13,1,2011,15
15,1,2011,5
18,1,2011,10
20,1,2011,4
22,1,2011,6
25,1,2011,3
27,1,2011,1
29,1,2011,11
1,2,2011,22
3,2,2011,20
5,2,2011,25
8,2,2011,10
10,2,2011,1
12,2,2011,1
15,2,2011,25
17,2,2011,10
19,2,2011,27
22,2,2011,2
24,2,2011,2
26,2,2011,16
1,3,2011,9
3,3,2011,12
5,3,2011,3
8,3,2011,22
10,3,2011,7
12,3,2011,22
15,3,2011,6
18,3,2011,6
19,3,2011,10
22,3,2011,2
24,3,2011,7
26,3,2011,37
29,3,2011,2
31,3,2011,3
2,4,2011,8
5,4,2011,5
7,4,2011,21
9,4,2011,12
12,4,2011,29
14,4,2011,24
16,4,2011,9
19,4,2011,9
21,4,2011,8
23,4,2011,6
26,4,2011,14
28,4,2011,38
30,4,2011,15
3,5,2011,30
5,5,2011,21
7,5,2011,3
10,5,2011,12
12,5,2011,1
14,5,2011,2
17,5,2011,28
19,5,2011,5
21,5,2011,8
24,5,2011,65
26,5,2011,20
28,5,2011,15
31,5,2011,1
3,6,2011,14
4,6,2011,21
7,6,2011,5
9,6,2011,10
11,6,2011,11
14,6,2011,40
16,6,2011,18
18,6,2011,19
21,6,2011,2
23,6,2011,11
25,6,2011,11
28,6,2011,5
30,6,2011,7
2,7,2011,6
5,7,2011,2
7,7,2011,1
9,7,2011,11
12,7,2011,7
14,7,2011,21
16,7,2011,17
19,7,2011,35
21,7,2011,9
23,7,2011,36
26,7,2011,6
28,7,2011,21
30,7,2011,9
2,8,2011,1
4,8,2011,3
6,8,2011,18
9,8,2011,30
11,8,2011,8
13,8,2011,14
16,8,2011,2
18,8,2011,18
20,8,2011,18
23,8,2011,2
25,8,2011,18
27,8,2011,9
30,8,2011,12
1,9,2011,8
3,9,2011,3
6,9,2011,14
8,9,2011,20
10,9,2011,2
13,9,2011,61
15,9,2011,6
17,9,2011,13
20,9,2011,7
22,9,2011,4
24,9,2011,4
27,9,2011,18
29,9,2011,11
1,10,2011,3
4,10,2011,1
6,10,2011,5
8,10,2011,1
11,10,2011,23
13,10,2011,9
15,10,2011,33
18,10,2011,1
20,10,2011,7
22,10,2011,9
25,10,2011,13
27,10,2011,2
29,10,2011,8
2,11,2011,5
3,11,2011,52
5,11,2011,23
8,11,2011,23
10,11,2011,8
12,11,2011,25
15,11,2011,18
17,11,2011,12
19,11,2011,13
22,11,2011,11
24,11,2011,3
26,11,2011,26
29,11,2011,13
1,12,2011,4
3,12,2011,7
6,12,2011,1
9,12,2011,1
10,12,2011,28
13,12,2011,10
15,12,2011,7
17,12,2011,2
20,12,2011,21
22,12,2011,36
24,12,2011,16
27,12,2011,6
29,12,2011,15
31,12,2011,2
3,1,2012,35
5,1,2012,10
7,1,2012,7
10,1,2012,14
12,1,2012,20
14,1,2012,4
17,1,2012,9
19,1,2012,24
21,1,2012,12
24,1,2012,27
26,1,2012,13
28,1,2012,2
31,1,2012,16
2,2,2012,25
4,2,2012,1
7,2,2012,27
9,2,2012,43
11,2,2012,23
14,2,2012,12
16,2,2012,5
18,2,2012,8
21,2,2012,28
23,2,2012,20
25,2,2012,14
28,2,2012,25
1,3,2012,6
3,3,2012,16
6,3,2012,31
8,3,2012,23
10,3,2012,1
13,3,2012,15
15,3,2012,1
17,3,2012,12
20,3,2012,21
22,3,2012,6
24,3,2012,39
27,3,2012,9
29,3,2012,11
31,3,2012,11
3,4,2012,11
5,4,2012,10
7,4,2012,37
10,4,2012,9
12,4,2012,15
14,4,2012,5
17,4,2012,6
19,4,2012,12
21,4,2012,9
24,4,2012,24
26,4,2012,19
28,4,2012,6
2,5,2012,9
3,5,2012,8
5,5,2012,13
8,5,2012,13
10,5,2012,6
12,5,2012,10
15,5,2012,5
17,5,2012,14
19,5,2012,1
22,5,2012,1
24,5,2012,10
26,5,2012,3
29,5,2012,38
31,5,2012,12
4,6,2012,8
5,6,2012,15
7,6,2012,32
9,6,2012,31
12,6,2012,20
14,6,2012,3
16,6,2012,1
19,6,2012,52
21,6,2012,9
23,6,2012,2
26,6,2012,13
28,6,2012,6
30,6,2012,17
3,7,2012,2
5,7,2012,15
7,7,2012,15
10,7,2012,19
12,7,2012,40
14,7,2012,27
17,7,2012,8
19,7,2012,5
21,7,2012,22
24,7,2012,2
26,7,2012,11
28,7,2012,9
31,7,2012,29
2,8,2012,2
4,8,2012,12
7,8,2012,24
9,8,2012,19
11,8,2012,4
14,8,2012,19
16,8,2012,38
18,8,2012,3
21,8,2012,35
23,8,2012,5
25,8,2012,7
28,8,2012,15
30,8,2012,17
1,9,2012,6
4,9,2012,34
6,9,2012,16
8,9,2012,5
11,9,2012,8
13,9,2012,12
15,9,2012,21
18,9,2012,3
20,9,2012,10
22,9,2012,1
25,9,2012,21
27,9,2012,3
29,9,2012,6
2,10,2012,36
4,10,2012,21
6,10,2012,13
9,10,2012,6
11,10,2012,16
13,10,2012,14
16,10,2012,1
18,10,2012,7
20,10,2012,2
23,10,2012,45
25,10,2012,15
27,10,2012,15
30,10,2012,10
3,11,2012,1
5,11,2012,7
6,11,2012,18
8,11,2012,9
10,11,2012,1
13,11,2012,3
15,11,2012,12
17,11,2012,8
20,11,2012,9
22,11,2012,20
24,11,2012,12
27,11,2012,5
29,11,2012,1
1,12,2012,6
4,12,2012,19
6,12,2012,15
10,12,2012,11
11,12,2012,6
13,12,2012,9
15,12,2012,15
18,12,2012,22
20,12,2012,6
22,12,2012,24
24,12,2012,6
27,12,2012,28
29,12,2012,31
2,1,2013,10
3,1,2013,12
5,1,2013,3
8,1,2013,28
10,1,2013,1
12,1,2013,9
15,1,2013,12
17,1,2013,25
19,1,2013,1
22,1,2013,8
24,1,2013,15
26,1,2013,10
29,1,2013,6
31,1,2013,37
2,2,2013,9
5,2,2013,7
7,2,2013,4
9,2,2013,4
12,2,2013,6
14,2,2013,24
16,2,2013,6
19,2,2013,3
21,2,2013,4
23,2,2013,1
26,2,2013,20
28,2,2013,4
2,3,2013,16
5,3,2013,32
7,3,2013,26
9,3,2013,13
12,3,2013,7
14,3,2013,27
16,3,2013,19
19,3,2013,21
21,3,2013,9
23,3,2013,29
26,3,2013,15
28,3,2013,12
30,3,2013,17
2,4,2013,4
4,4,2013,3
6,4,2013,5
9,4,2013,25
11,4,2013,1
13,4,2013,26
16,4,2013,21
18,4,2013,27
20,4,2013,29
23,4,2013,1
27,4,2013,1
29,4,2013,2
30,4,2013,5
2,5,2013,19
4,5,2013,6
7,5,2013,19
9,5,2013,13
11,5,2013,10
14,5,2013,35
16,5,2013,3
18,5,2013,14
21,5,2013,6
23,5,2013,14
25,5,2013,6
28,5,2013,26
30,5,2013,29
1,6,2013,8
4,6,2013,3
6,6,2013,34
8,6,2013,5
11,6,2013,2
13,6,2013,1
15,6,2013,15
18,6,2013,8
20,6,2013,15
22,6,2013,2
25,6,2013,6
27,6,2013,12
29,6,2013,17
2,7,2013,3
4,7,2013,9
6,7,2013,4
9,7,2013,17
11,7,2013,14
13,7,2013,23
16,7,2013,22
18,7,2013,16
20,7,2013,2
23,7,2013,11
25,7,2013,33
27,7,2013,17
30,7,2013,16
1,8,2013,8
3,8,2013,15
6,8,2013,14
8,8,2013,2
10,8,2013,5
13,8,2013,1
17,8,2013,20
19,8,2013,3
20,8,2013,4
22,8,2013,19
24,8,2013,1
27,8,2013,6
29,8,2013,19
31,8,2013,11
3,9,2013,1
5,9,2013,15
7,9,2013,41
10,9,2013,35
12,9,2013,7
14,9,2013,20
17,9,2013,1
19,9,2013,15
21,9,2013,36
24,9,2013,1
26,9,2013,4
28,9,2013,28
1,10,2013,16
3,10,2013,7
5,10,2013,2
8,10,2013,1
10,10,2013,3
12,10,2013,10
15,10,2013,22
17,10,2013,11
19,10,2013,12
22,10,2013,2
24,10,2013,1
26,10,2013,24
29,10,2013,12
31,10,2013,13
2,11,2013,1
5,11,2013,4
7,11,2013,9
9,11,2013,10
12,11,2013,16
14,11,2013,23
16,11,2013,16
19,11,2013,14
21,11,2013,28
23,11,2013,6
26,11,2013,20
28,11,2013,31
30,11,2013,10
3,12,2013,12
5,12,2013,28
7,12,2013,2
10,12,2013,10
12,12,2013,10
14,12,2013,5
17,12,2013,12
19,12,2013,10
21,12,2013,2
23,12,2013,15
24,12,2013,10
28,12,2013,39
31,12,2013,25
2,1,2014,49
4,1,2014,19
7,1,2014,14
9,1,2014,15
11,1,2014,11
14,1,2014,4
16,1,2014,3
18,1,2014,14
21,1,2014,5
23,1,2014,3
25,1,2014,22
28,1,2014,9
30,1,2014,7
1,2,2014,3
4,2,2014,3
6,2,2014,9
8,2,2014,8
11,2,2014,12
13,2,2014,9
15,2,2014,18
18,2,2014,15
20,2,2014,14
22,2,2014,17
25,2,2014,26
27,2,2014,19
1,3,2014,7
4,3,2014,40
6,3,2014,15
8,3,2014,35
11,3,2014,49
13,3,2014,10
15,3,2014,1
18,3,2014,38
20,3,2014,15
22,3,2014,19
25,3,2014,28
27,3,2014,8
29,3,2014,12
1,4,2014,7
3,4,2014,40
5,4,2014,9
8,4,2014,11
10,4,2014,22
12,4,2014,14
15,4,2014,3
17,4,2014,11
19,4,2014,42
22,4,2014,14
24,4,2014,5
26,4,2014,3
29,4,2014,27
3,5,2014,15
5,5,2014,27
6,5,2014,1
8,5,2014,6
10,5,2014,8
13,5,2014,3
15,5,2014,20
17,5,2014,5
20,5,2014,10
22,5,2014,8
24,5,2014,3
27,5,2014,32
29,5,2014,27
31,5,2014,1
3,6,2014,3
5,6,2014,11
7,6,2014,12
10,6,2014,27
12,6,2014,13
14,6,2014,3
17,6,2014,21
19,6,2014,16
21,6,2014,14
24,6,2014,3
26,6,2014,8
28,6,2014,17
1,7,2014,31
3,7,2014,1
5,7,2014,15
8,7,2014,5
10,7,2014,3
12,7,2014,11
15,7,2014,5
17,7,2014,6
19,7,2014,29
22,7,2014,7
24,7,2014,4
26,7,2014,1
29,7,2014,32
31,7,2014,14
2,8,2014,29
5,8,2014,2
7,8,2014,10
9,8,2014,9
12,8,2014,11
14,8,2014,4
16,8,2014,31
19,8,2014,15
21,8,2014,4
23,8,2014,16
26,8,2014,1
28,8,2014,22
30,8,2014,23
2,9,2014,6
4,9,2014,31
6,9,2014,26
9,9,2014,12
11,9,2014,13
13,9,2014,7
16,9,2014,1
18,9,2014,11
20,9,2014,15
23,9,2014,6
25,9,2014,4
27,9,2014,1
30,9,2014,28
2,10,2014,3
4,10,2014,2
7,10,2014,7
9,10,2014,17
11,10,2014,6
14,10,2014,19
16,10,2014,6
18,10,2014,20
21,10,2014,18
23,10,2014,7
25,10,2014,8
28,10,2014,26
30,10,2014,22
3,11,2014,7
4,11,2014,13
6,11,2014,46
8,11,2014,21
11,11,2014,23
13,11,2014,2
15,11,2014,28
18,11,2014,38
20,11,2014,42
22,11,2014,22
25,11,2014,17
27,11,2014,13
29,11,2014,3
2,12,2014,9
4,12,2014,7
6,12,2014,10
9,12,2014,2
11,12,2014,20
13,12,2014,12
16,12,2014,15
18,12,2014,19
20,12,2014,1
23,12,2014,18
24,12,2014,33
27,12,2014,15
30,12,2014,5
3,1,2015,14
5,1,2015,16
7,1,2015,9
8,1,2015,6
10,1,2015,2
13,1,2015,9
15,1,2015,2
17,1,2015,18
20,1,2015,2
22,1,2015,11
24,1,2015,22
27,1,2015,5
29,1,2015,27
31,1,2015,8
3,2,2015,12
5,2,2015,7
7,2,2015,24
10,2,2015,30
12,2,2015,25
14,2,2015,13
17,2,2015,20
19,2,2015,23
21,2,2015,5
24,2,2015,6
26,2,2015,17
28,2,2015,5
3,3,2015,16
5,3,2015,35
7,3,2015,26
10,3,2015,9
12,3,2015,7
14,3,2015,28
17,3,2015,10
19,3,2015,5
21,3,2015,4
24,3,2015,8
26,3,2015,10
28,3,2015,5
31,3,2015,3
2,4,2015,33
4,4,2015,11
7,4,2015,4
9,4,2015,7
11,4,2015,26
14,4,2015,36
16,4,2015,37
18,4,2015,10
21,4,2015,4
23,4,2015,8
27,4,2015,8
28,4,2015,10
30,4,2015,18
2,5,2015,6
5,5,2015,7
7,5,2015,12
9,5,2015,31
12,5,2015,10
14,5,2015,19
16,5,2015,3
19,5,2015,6
21,5,2015,17
23,5,2015,4
26,5,2015,6
28,5,2015,6
30,5,2015,13
3,6,2015,3
4,6,2015,14
6,6,2015,16
9,6,2015,15
11,6,2015,26
13,6,2015,19
16,6,2015,6
18,6,2015,18
20,6,2015,6
23,6,2015,20
25,6,2015,18
27,6,2015,17
30,6,2015,4
2,7,2015,8
4,7,2015,8
7,7,2015,19
9,7,2015,8
11,7,2015,8
14,7,2015,12
16,7,2015,22
18,7,2015,22
21,7,2015,1
23,7,2015,33
25,7,2015,2
28,7,2015,4
30,7,2015,13
1,8,2015,2
4,8,2015,34
6,8,2015,2
8,8,2015,3
11,8,2015,17
13,8,2015,4
17,8,2015,1
18,8,2015,20
20,8,2015,4
22,8,2015,6
25,8,2015,3
27,8,2015,2
29,8,2015,7
1,9,2015,13
3,9,2015,13
5,9,2015,24
8,9,2015,41
10,9,2015,10
12,9,2015,11
15,9,2015,9
17,9,2015,8
19,9,2015,9
22,9,2015,10
24,9,2015,1
26,9,2015,1
29,9,2015,17
1,10,2015,2
3,10,2015,2
6,10,2015,8
8,10,2015,23
10,10,2015,32
13,10,2015,35
15,10,2015,7
17,10,2015,4
20,10,2015,18
22,10,2015,1
24,10,2015,9
27,10,2015,14
29,10,2015,4
31,10,2015,6
3,11,2015,30
5,11,2015,17
7,11,2015,2
10,11,2015,8
12,11,2015,19
14,11,2015,19
17,11,2015,27
19,11,2015,25
21,11,2015,13
24,11,2015,52
26,11,2015,12
28,11,2015,20
1,12,2015,31
3,12,2015,38
5,12,2015,1
9,12,2015,21
10,12,2015,1
12,12,2015,18
15,12,2015,5
17,12,2015,11
19,12,2015,7
22,12,2015,18
24,12,2015,6
28,12,2015,5
29,12,2015,15
31,12,2015,15
2,1,2016,1
5,1,2016,7
7,1,2016,10
9,1,2016,20
12,1,2016,3
14,1,2016,5
16,1,2016,11
19,1,2016,13
21,1,2016,2
23,1,2016,4
26,1,2016,24
28,1,2016,2
30,1,2016,13
2,2,2016,19
4,2,2016,7
6,2,2016,10
9,2,2016,11
11,2,2016,17
13,2,2016,2
16,2,2016,2
18,2,2016,12
20,2,2016,29
23,2,2016,2
25,2,2016,14
27,2,2016,19
1,3,2016,15
3,3,2016,8
5,3,2016,6
8,3,2016,8
10,3,2016,9
12,3,2016,29
15,3,2016,2
17,3,2016,1
19,3,2016,18
22,3,2016,17
24,3,2016,14
26,3,2016,28
29,3,2016,29
31,3,2016,17
2,4,2016,2
5,4,2016,12
7,4,2016,38
9,4,2016,2
12,4,2016,34
14,4,2016,1
16,4,2016,8
19,4,2016,14
21,4,2016,1
23,4,2016,10
26,4,2016,38
28,4,2016,10
30,4,2016,22
3,5,2016,14
5,5,2016,7
7,5,2016,3
10,5,2016,25
12,5,2016,10
14,5,2016,11
17,5,2016,1
19,5,2016,15
21,5,2016,9
24,5,2016,14
26,5,2016,1
28,5,2016,3
31,5,2016,8
4,6,2016,8
6,6,2016,3
7,6,2016,24
9,6,2016,9
11,6,2016,27
14,6,2016,25
16,6,2016,18
18,6,2016,24
21,6,2016,4
23,6,2016,17
25,6,2016,11
28,6,2016,5
30,6,2016,30
2,7,2016,8
5,7,2016,22
7,7,2016,1
9,7,2016,12
12,7,2016,1
14,7,2016,38
16,7,2016,26
19,7,2016,4
21,7,2016,19
23,7,2016,1
26,7,2016,4
28,7,2016,29
30,7,2016,15
2,8,2016,34
4,8,2016,25
6,8,2016,23
9,8,2016,12
11,8,2016,31
13,8,2016,2
16,8,2016,9
18,8,2016,8
20,8,2016,10
23,8,2016,4
25,8,2016,16
27,8,2016,1
30,8,2016,6
1,9,2016,4
3,9,2016,4
6,9,2016,7
8,9,2016,6
10,9,2016,9
13,9,2016,9
15,9,2016,14
17,9,2016,2
20,9,2016,45
22,9,2016,4
24,9,2016,3
27,9,2016,36
29,9,2016,11
1,10,2016,18
4,10,2016,47
6,10,2016,2
8,10,2016,18
11,10,2016,11
13,10,2016,4
15,10,2016,4
18,10,2016,24
20,10,2016,2
22,10,2016,1
25,10,2016,4
27,10,2016,3
29,10,2016,1
31,10,2016,3
3,11,2016,21
5,11,2016,21
8,11,2016,31
10,11,2016,26
12,11,2016,9
15,11,2016,9
17,11,2016,2
19,11,2016,28
22,11,2016,8
24,11,2016,53
26,11,2016,41
29,11,2016,5
1,12,2016,11
3,12,2016,2
6,12,2016,24
10,12,2016,54
12,12,2016,6
13,12,2016,17
15,12,2016,9
17,12,2016,7
20,12,2016,10
22,12,2016,14
24,12,2016,1
27,12,2016,13
29,12,2016,31
31,12,2016,12
3,1,2017,9
5,1,2017,1
7,1,2017,2
10,1,2017,1
12,1,2017,14
14,1,2017,12
17,1,2017,16
19,1,2017,32
21,1,2017,6
24,1,2017,63
26,1,2017,43
28,1,2017,9
31,1,2017,14
2,2,2017,11
4,2,2017,13
7,2,2017,2
9,2,2017,18
11,2,2017,6
14,2,2017,9
16,2,2017,13
18,2,2017,7
21,2,2017,4
23,2,2017,9
25,2,2017,11
28,2,2017,19
2,3,2017,34
4,3,2017,2
7,3,2017,8
9,3,2017,4
11,3,2017,3
14,3,2017,16
16,3,2017,16
18,3,2017,14
21,3,2017,32
23,3,2017,25
25,3,2017,3
28,3,2017,3
30,3,2017,5
1,4,2017,8
4,4,2017,3
6,4,2017,15
8,4,2017,4
11,4,2017,5
13,4,2017,16
15,4,2017,6
18,4,2017,18
20,4,2017,3
22,4,2017,1
24,4,2017,8
27,4,2017,8
29,4,2017,8
2,5,2017,28
4,5,2017,15
6,5,2017,57
9,5,2017,3
11,5,2017,19
13,5,2017,4
16,5,2017,29
18,5,2017,1
20,5,2017,6
23,5,2017,10
25,5,2017,10
27,5,2017,16
30,5,2017,21
1,6,2017,7
3,6,2017,2
6,6,2017,7
8,6,2017,11
10,6,2017,19
13,6,2017,41
15,6,2017,6
17,6,2017,45
20,6,2017,38
22,6,2017,9
24,6,2017,2
27,6,2017,9
29,6,2017,16
1,7,2017,15
4,7,2017,21
6,7,2017,36
8,7,2017,6
11,7,2017,6
13,7,2017,2
15,7,2017,27
18,7,2017,17
20,7,2017,22
22,7,2017,6
25,7,2017,4
27,7,2017,5
29,7,2017,5
1,8,2017,1
3,8,2017,20
5,8,2017,14
8,8,2017,17
10,8,2017,3
12,8,2017,6
14,8,2017,34
17,8,2017,22
19,8,2017,18
22,8,2017,34
24,8,2017,40
26,8,2017,28
29,8,2017,21
31,8,2017,5
2,9,2017,2
5,9,2017,7
7,9,2017,11
9,9,2017,29
12,9,2017,7
14,9,2017,18
16,9,2017,22
19,9,2017,38
21,9,2017,13
23,9,2017,8
26,9,2017,13
28,9,2017,6
30,9,2017,7
3,10,2017,6
5,10,2017,14
7,10,2017,14
10,10,2017,4
12,10,2017,9
14,10,2017,2
17,10,2017,10
19,10,2017,16
21,10,2017,21
24,10,2017,6
26,10,2017,14
28,10,2017,7
31,10,2017,19
2,11,2017,11
4,11,2017,6
7,11,2017,2
9,11,2017,8
11,11,2017,16
14,11,2017,1
16,11,2017,2
18,11,2017,3
21,11,2017,32
23,11,2017,14
25,11,2017,16
28,11,2017,27
30,11,2017,5
2,12,2017,4
5,12,2017,10
7,12,2017,14
9,12,2017,21
12,12,2017,2
14,12,2017,25
16,12,2017,3
18,12,2017,24
19,12,2017,22
21,12,2017,12
23,12,2017,35
28,12,2017,10
30,12,2017,6
2,1,2018,1
4,1,2018,5
8,1,2018,15
9,1,2018,8
11,1,2018,3
13,1,2018,2
16,1,2018,9
18,1,2018,29
20,1,2018,27
23,1,2018,2
25,1,2018,15
27,1,2018,5
30,1,2018,22
1,2,2018,20
3,2,2018,1
6,2,2018,4
8,2,2018,24
10,2,2018,7
13,2,2018,3
15,2,2018,5
17,2,2018,5
20,2,2018,17
22,2,2018,9
24,2,2018,10
27,2,2018,48
1,3,2018,9
3,3,2018,2
6,3,2018,12
8,3,2018,22
10,3,2018,11
13,3,2018,19
15,3,2018,2
17,3,2018,7
20,3,2018,9
22,3,2018,20
24,3,2018,2
27,3,2018,10
29,3,2018,11
31,3,2018,1
3,4,2018,30
5,4,2018,7
7,4,2018,3
10,4,2018,27
12,4,2018,8
14,4,2018,1
17,4,2018,12
19,4,2018,5
21,4,2018,11
24,4,2018,31
26,4,2018,44
28,4,2018,2
30,4,2018,6
3,5,2018,9
5,5,2018,6
8,5,2018,17
10,5,2018,41
12,5,2018,29
15,5,2018,3
17,5,2018,16
19,5,2018,40
22,5,2018,12
24,5,2018,1
26,5,2018,20
29,5,2018,19
31,5,2018,9
4,6,2018,45
5,6,2018,6
7,6,2018,33
9,6,2018,13
12,6,2018,1
14,6,2018,5
16,6,2018,2
19,6,2018,1
21,6,2018,6
23,6,2018,4
26,6,2018,2
28,6,2018,28
30,6,2018,9
3,7,2018,28
5,7,2018,11
7,7,2018,3
10,7,2018,27
12,7,2018,3
14,7,2018,2
17,7,2018,30
19,7,2018,11
21,7,2018,22
24,7,2018,7
26,7,2018,21
28,7,2018,10
31,7,2018,23
2,8,2018,5
4,8,2018,23
7,8,2018,11
9,8,2018,31
11,8,2018,14
14,8,2018,21
16,8,2018,2
18,8,2018,7
21,8,2018,2
23,8,2018,14
25,8,2018,42
28,8,2018,1
30,8,2018,16
1,9,2018,1
4,9,2018,18
6,9,2018,2
8,9,2018,7
11,9,2018,59
13,9,2018,16
15,9,2018,3
18,9,2018,2
20,9,2018,15
22,9,2018,12
25,9,2018,17
27,9,2018,21
29,9,2018,34
2,10,2018,3
4,10,2018,15
6,10,2018,27
9,10,2018,10
11,10,2018,20
13,10,2018,14
16,10,2018,8
18,10,2018,16
20,10,2018,4
23,10,2018,6
25,10,2018,10
27,10,2018,3
30,10,2018,38
3,11,2018,23
5,11,2018,8
6,11,2018,4
8,11,2018,11
10,11,2018,9
13,11,2018,7
15,11,2018,6
17,11,2018,3
20,11,2018,3
22,11,2018,15
24,11,2018,30
27,11,2018,6
29,11,2018,6
